LETO,DRŽAVA,SPOL,STAROST,INDIKATOR,VREDNOST
2013,Slovaška,moški,55-64,Sekundarna(3-4),53.5
2013,Slovaška,moški,55-64,Terciarna(5-8),67
2014,Slovaška,moški,55-64,Primarna(0-2),27.6
2014,Slovaška,moški,55-64,Sekundarna(3-4),53.8
2014,Slovaška,moški,55-64,Terciarna(5-8),68.6
2015,Slovaška,moški,55-64,Primarna(0-2),28.6
2015,Slovaška,moški,55-64,Sekundarna(3-4),53.4
2015,Slovaška,moški,55-64,Terciarna(5-8),70.6
2016,Slovaška,moški,55-64,Primarna(0-2),29.3
2016,Slovaška,moški,55-64,Sekundarna(3-4),55.2
2016,Slovaška,moški,55-64,Terciarna(5-8),69.6
2017,Slovaška,moški,55-64,Primarna(0-2),29.3
2017,Slovaška,moški,55-64,Sekundarna(3-4),56.9
2017,Slovaška,moški,55-64,Terciarna(5-8),68
2018,Slovaška,moški,55-64,Primarna(0-2),28.9
2018,Slovaška,moški,55-64,Sekundarna(3-4),58.2
2018,Slovaška,moški,55-64,Terciarna(5-8),73.2
2019,Slovaška,moški,55-64,Primarna(0-2),36.7
2019,Slovaška,moški,55-64,Sekundarna(3-4),59.8
2019,Slovaška,moški,55-64,Terciarna(5-8),75.7
2011,Finska,moški,55-64,Primarna(0-2),47.2
2011,Finska,moški,55-64,Sekundarna(3-4),54.5
2011,Finska,moški,55-64,Terciarna(5-8),69.8
2012,Finska,moški,55-64,Primarna(0-2),44.4
2012,Finska,moški,55-64,Sekundarna(3-4),56.5
2012,Finska,moški,55-64,Terciarna(5-8),68.7
2013,Finska,moški,55-64,Primarna(0-2),43.6
2013,Finska,moški,55-64,Sekundarna(3-4),55.4
2013,Finska,moški,55-64,Terciarna(5-8),70
2014,Finska,moški,55-64,Primarna(0-2),46.1
2014,Finska,moški,55-64,Sekundarna(3-4),54
2014,Finska,moški,55-64,Terciarna(5-8),69.6
2015,Finska,moški,55-64,Primarna(0-2),45
2015,Finska,moški,55-64,Sekundarna(3-4),54.8
2015,Finska,moški,55-64,Terciarna(5-8),69
2016,Finska,moški,55-64,Primarna(0-2),49.3
2016,Finska,moški,55-64,Sekundarna(3-4),56.7
2016,Finska,moški,55-64,Terciarna(5-8),70.5
2017,Finska,moški,55-64,Primarna(0-2),49.5
2017,Finska,moški,55-64,Sekundarna(3-4),58.5
2017,Finska,moški,55-64,Terciarna(5-8),73.5
2018,Finska,moški,55-64,Primarna(0-2),51.7
2018,Finska,moški,55-64,Sekundarna(3-4),62
2018,Finska,moški,55-64,Terciarna(5-8),74.4
2019,Finska,moški,55-64,Primarna(0-2),51.7
2019,Finska,moški,55-64,Sekundarna(3-4),62.6
2019,Finska,moški,55-64,Terciarna(5-8),74.5
2011,Švedska,moški,55-64,Primarna(0-2),68.5
2011,Švedska,moški,55-64,Sekundarna(3-4),76.2
2011,Švedska,moški,55-64,Terciarna(5-8),81.2
2012,Švedska,moški,55-64,Primarna(0-2),68.3
2012,Švedska,moški,55-64,Sekundarna(3-4),77.2
2012,Švedska,moški,55-64,Terciarna(5-8),83.7
2013,Švedska,moški,55-64,Primarna(0-2),68.1
2013,Švedska,moški,55-64,Sekundarna(3-4),77.9
2013,Švedska,moški,55-64,Terciarna(5-8),84.5
2014,Švedska,moški,55-64,Primarna(0-2),68
2014,Švedska,moški,55-64,Sekundarna(3-4),77.2
2014,Švedska,moški,55-64,Terciarna(5-8),84
2015,Švedska,moški,55-64,Primarna(0-2),68.2
2015,Švedska,moški,55-64,Sekundarna(3-4),77.5
2015,Švedska,moški,55-64,Terciarna(5-8),84.5
2016,Švedska,moški,55-64,Primarna(0-2),67.7
2016,Švedska,moški,55-64,Sekundarna(3-4),77.9
2016,Švedska,moški,55-64,Terciarna(5-8),85.6
2017,Švedska,moški,55-64,Primarna(0-2),67.6
2017,Švedska,moški,55-64,Sekundarna(3-4),79.4
2017,Švedska,moški,55-64,Terciarna(5-8),85.5
2018,Švedska,moški,55-64,Primarna(0-2),71.3
2018,Švedska,moški,55-64,Sekundarna(3-4),81.3
2018,Švedska,moški,55-64,Terciarna(5-8),85.4
2019,Švedska,moški,55-64,Primarna(0-2),72.1
2019,Švedska,moški,55-64,Sekundarna(3-4),80.5
2019,Švedska,moški,55-64,Terciarna(5-8),84.2
2011,Velika Britanija,moški,55-64,Primarna(0-2),51.2
2011,Velika Britanija,moški,55-64,Sekundarna(3-4),67.7
2011,Velika Britanija,moški,55-64,Terciarna(5-8),68.6
2011,Velika Britanija,moški,55-64,Brez odgovora,70.6
2012,Velika Britanija,moški,55-64,Primarna(0-2),52
2012,Velika Britanija,moški,55-64,Sekundarna(3-4),67.8
2012,Velika Britanija,moški,55-64,Terciarna(5-8),71.2
2012,Velika Britanija,moški,55-64,Brez odgovora,75.6
2013,Velika Britanija,moški,55-64,Primarna(0-2),53.1
2013,Velika Britanija,moški,55-64,Sekundarna(3-4),70.1
2013,Velika Britanija,moški,55-64,Terciarna(5-8),71.5
2013,Velika Britanija,moški,55-64,Brez odgovora,81.2
2014,Velika Britanija,moški,55-64,Primarna(0-2),55.5
2014,Velika Britanija,moški,55-64,Sekundarna(3-4),70.6
2014,Velika Britanija,moški,55-64,Terciarna(5-8),71.8
2014,Velika Britanija,moški,55-64,Brez odgovora,81.1
2015,Velika Britanija,moški,55-64,Primarna(0-2),55.6
2015,Velika Britanija,moški,55-64,Sekundarna(3-4),71.4
2015,Velika Britanija,moški,55-64,Terciarna(5-8),73.3
2015,Velika Britanija,moški,55-64,Brez odgovora,75.4
2016,Velika Britanija,moški,55-64,Primarna(0-2),59.9
2016,Velika Britanija,moški,55-64,Sekundarna(3-4),71.4
2016,Velika Britanija,moški,55-64,Terciarna(5-8),73.6
2016,Velika Britanija,moški,55-64,Brez odgovora,78
2017,Velika Britanija,moški,55-64,Primarna(0-2),60.6
2017,Velika Britanija,moški,55-64,Sekundarna(3-4),71.5
2017,Velika Britanija,moški,55-64,Terciarna(5-8),72.3
2018,Velika Britanija,moški,55-64,Primarna(0-2),62.8
2018,Velika Britanija,moški,55-64,Sekundarna(3-4),73.1
2018,Velika Britanija,moški,55-64,Terciarna(5-8),72.1
2018,Velika Britanija,moški,55-64,Brez odgovora,77.1
2019,Velika Britanija,moški,55-64,Primarna(0-2),63.3
2019,Velika Britanija,moški,55-64,Sekundarna(3-4),73.5
2019,Velika Britanija,moški,55-64,Terciarna(5-8),72.9
2019,Velika Britanija,moški,55-64,Brez odgovora,74.3
2011,Belgija,ženske,15-24,Primarna(0-2),9.1
2011,Belgija,ženske,15-24,Sekundarna(3-4),28.5
2011,Belgija,ženske,15-24,Terciarna(5-8),55.9
2012,Belgija,ženske,15-24,Primarna(0-2),9
2012,Belgija,ženske,15-24,Sekundarna(3-4),26.2
2012,Belgija,ženske,15-24,Terciarna(5-8),49.7
2013,Belgija,ženske,15-24,Primarna(0-2),7.2
2013,Belgija,ženske,15-24,Sekundarna(3-4),27.4
2013,Belgija,ženske,15-24,Terciarna(5-8),45.4
2014,Belgija,ženske,15-24,Primarna(0-2),7.6
2014,Belgija,ženske,15-24,Sekundarna(3-4),23.9
2014,Belgija,ženske,15-24,Terciarna(5-8),51.4
2015,Belgija,ženske,15-24,Primarna(0-2),6.2
2015,Belgija,ženske,15-24,Sekundarna(3-4),25.9
2015,Belgija,ženske,15-24,Terciarna(5-8),49.3
2016,Belgija,ženske,15-24,Primarna(0-2),7.5
2016,Belgija,ženske,15-24,Sekundarna(3-4),25.2
2016,Belgija,ženske,15-24,Terciarna(5-8),46.6
2017,Belgija,ženske,15-24,Primarna(0-2),7.8
2017,Belgija,ženske,15-24,Sekundarna(3-4),24.6
2017,Belgija,ženske,15-24,Terciarna(5-8),45.6
2018,Belgija,ženske,15-24,Primarna(0-2),10.8
2018,Belgija,ženske,15-24,Sekundarna(3-4),26.9
2018,Belgija,ženske,15-24,Terciarna(5-8),48.4
2019,Belgija,ženske,15-24,Primarna(0-2),10.9
2019,Belgija,ženske,15-24,Sekundarna(3-4),31.2
2019,Belgija,ženske,15-24,Terciarna(5-8),51.9
2011,Bolgarija,ženske,15-24,Primarna(0-2),3.1
2011,Bolgarija,ženske,15-24,Sekundarna(3-4),28.9
2011,Bolgarija,ženske,15-24,Terciarna(5-8),57.1
2012,Bolgarija,ženske,15-24,Primarna(0-2),4.3
2012,Bolgarija,ženske,15-24,Sekundarna(3-4),26.4
2012,Bolgarija,ženske,15-24,Terciarna(5-8),61.9
2013,Bolgarija,ženske,15-24,Primarna(0-2),3.5
2013,Bolgarija,ženske,15-24,Sekundarna(3-4),26.6
2013,Bolgarija,ženske,15-24,Terciarna(5-8),61.1
2014,Bolgarija,ženske,15-24,Primarna(0-2),2.7
2014,Bolgarija,ženske,15-24,Sekundarna(3-4),25.3
2014,Bolgarija,ženske,15-24,Terciarna(5-8),53.9
2015,Bolgarija,ženske,15-24,Primarna(0-2),3.2
2015,Bolgarija,ženske,15-24,Sekundarna(3-4),24.6
2015,Bolgarija,ženske,15-24,Terciarna(5-8),51.6
2016,Bolgarija,ženske,15-24,Primarna(0-2),3.5
2016,Bolgarija,ženske,15-24,Sekundarna(3-4),23.9
2016,Bolgarija,ženske,15-24,Terciarna(5-8),52.1
2017,Bolgarija,ženske,15-24,Primarna(0-2),4.3
2017,Bolgarija,ženske,15-24,Sekundarna(3-4),29.3
2017,Bolgarija,ženske,15-24,Terciarna(5-8),59.5
2018,Bolgarija,ženske,15-24,Primarna(0-2),4.2
2018,Bolgarija,ženske,15-24,Sekundarna(3-4),25
2018,Bolgarija,ženske,15-24,Terciarna(5-8),54.9
2019,Bolgarija,ženske,15-24,Primarna(0-2),4.5
2019,Bolgarija,ženske,15-24,Sekundarna(3-4),29
2019,Bolgarija,ženske,15-24,Terciarna(5-8),63.2
2011,Češka,ženske,15-24,Primarna(0-2),2.7
2011,Češka,ženske,15-24,Sekundarna(3-4),32.4
2011,Češka,ženske,15-24,Terciarna(5-8),40.3
2012,Češka,ženske,15-24,Primarna(0-2),3
2012,Češka,ženske,15-24,Sekundarna(3-4),33.2
2012,Češka,ženske,15-24,Terciarna(5-8),42.9
2013,Češka,ženske,15-24,Primarna(0-2),3.4
2013,Češka,ženske,15-24,Sekundarna(3-4),32.3
2013,Češka,ženske,15-24,Terciarna(5-8),42.2
2014,Češka,ženske,15-24,Primarna(0-2),3.3
2014,Češka,ženske,15-24,Sekundarna(3-4),33.2
2014,Češka,ženske,15-24,Terciarna(5-8),42.7
2015,Češka,ženske,15-24,Primarna(0-2),3.4
2015,Češka,ženske,15-24,Sekundarna(3-4),37.8
2015,Češka,ženske,15-24,Terciarna(5-8),43.3
2016,Češka,ženske,15-24,Primarna(0-2),5.3
2016,Češka,ženske,15-24,Sekundarna(3-4),37.8
2016,Češka,ženske,15-24,Terciarna(5-8),39.8
2017,Češka,ženske,15-24,Primarna(0-2),5.7
2017,Češka,ženske,15-24,Sekundarna(3-4),39.5
2017,Češka,ženske,15-24,Terciarna(5-8),45.7
2018,Češka,ženske,15-24,Primarna(0-2),5.5
2018,Češka,ženske,15-24,Sekundarna(3-4),40
2018,Češka,ženske,15-24,Terciarna(5-8),50
2019,Češka,ženske,15-24,Primarna(0-2),5.8
2019,Češka,ženske,15-24,Sekundarna(3-4),42.3
2019,Češka,ženske,15-24,Terciarna(5-8),40.9
2011,Danska,ženske,15-24,Primarna(0-2),43.8
2011,Danska,ženske,15-24,Sekundarna(3-4),68.7
2011,Danska,ženske,15-24,Terciarna(5-8),74.2
2012,Danska,ženske,15-24,Primarna(0-2),41.5
2012,Danska,ženske,15-24,Sekundarna(3-4),65.6
2012,Danska,ženske,15-24,Terciarna(5-8),72.7
2012,Danska,ženske,15-24,Brez odgovora,45.5
2013,Danska,ženske,15-24,Primarna(0-2),39.7
2013,Danska,ženske,15-24,Sekundarna(3-4),66.5
2013,Danska,ženske,15-24,Terciarna(5-8),73.7
2014,Danska,ženske,15-24,Primarna(0-2),39.1
2014,Danska,ženske,15-24,Sekundarna(3-4),67.1
2014,Danska,ženske,15-24,Terciarna(5-8),71.6
2015,Danska,ženske,15-24,Primarna(0-2),40.1
2015,Danska,ženske,15-24,Sekundarna(3-4),66.7
2015,Danska,ženske,15-24,Terciarna(5-8),75.6
2016,Danska,ženske,15-24,Primarna(0-2),42.7
2016,Danska,ženske,15-24,Sekundarna(3-4),69
2016,Danska,ženske,15-24,Terciarna(5-8),71.6
2017,Danska,ženske,15-24,Primarna(0-2),42.4
2017,Danska,ženske,15-24,Sekundarna(3-4),67.2
2017,Danska,ženske,15-24,Terciarna(5-8),69.1
2017,Danska,ženske,15-24,Brez odgovora,45.6
2018,Danska,ženske,15-24,Primarna(0-2),42.2
2018,Danska,ženske,15-24,Sekundarna(3-4),70
2018,Danska,ženske,15-24,Terciarna(5-8),72.2
2018,Danska,ženske,15-24,Brez odgovora,51.4
2019,Danska,ženske,15-24,Primarna(0-2),42.5
2019,Danska,ženske,15-24,Sekundarna(3-4),70.2
2019,Danska,ženske,15-24,Terciarna(5-8),78.1
2011,Nemčija,ženske,15-24,Primarna(0-2),40.1
2011,Nemčija,ženske,15-24,Sekundarna(3-4),64
2011,Nemčija,ženske,15-24,Terciarna(5-8),78.5
2011,Nemčija,ženske,15-24,Brez odgovora,5.5
2012,Nemčija,ženske,15-24,Primarna(0-2),37.7
2012,Nemčija,ženske,15-24,Sekundarna(3-4),62.8
2012,Nemčija,ženske,15-24,Terciarna(5-8),78.2
2012,Nemčija,ženske,15-24,Brez odgovora,5.3
2013,Nemčija,ženske,15-24,Primarna(0-2),38.3
2013,Nemčija,ženske,15-24,Sekundarna(3-4),63.4
2013,Nemčija,ženske,15-24,Terciarna(5-8),77.9
2013,Nemčija,ženske,15-24,Brez odgovora,5.1
2014,Nemčija,ženske,15-24,Primarna(0-2),26.6
2014,Nemčija,ženske,15-24,Sekundarna(3-4),62.9
2014,Nemčija,ženske,15-24,Terciarna(5-8),71.4
2015,Nemčija,ženske,15-24,Primarna(0-2),26.2
2015,Nemčija,ženske,15-24,Sekundarna(3-4),63.5
2015,Nemčija,ženske,15-24,Terciarna(5-8),72.7
2016,Nemčija,ženske,15-24,Primarna(0-2),26.3
2016,Nemčija,ženske,15-24,Sekundarna(3-4),63.6
2016,Nemčija,ženske,15-24,Terciarna(5-8),72.9
2017,Nemčija,ženske,15-24,Primarna(0-2),26.9
2017,Nemčija,ženske,15-24,Sekundarna(3-4),64.6
2017,Nemčija,ženske,15-24,Terciarna(5-8),73.8
2017,Nemčija,ženske,15-24,Brez odgovora,26.2
2018,Nemčija,ženske,15-24,Primarna(0-2),26.5
2018,Nemčija,ženske,15-24,Sekundarna(3-4),64.7
2018,Nemčija,ženske,15-24,Terciarna(5-8),74.7
2018,Nemčija,ženske,15-24,Brez odgovora,23.3
2019,Nemčija,ženske,15-24,Primarna(0-2),26.9
2019,Nemčija,ženske,15-24,Sekundarna(3-4),65.3
2019,Nemčija,ženske,15-24,Terciarna(5-8),76.2
2019,Nemčija,ženske,15-24,Brez odgovora,16.5
2011,Estonija,ženske,15-24,Primarna(0-2),10.3
2011,Estonija,ženske,15-24,Sekundarna(3-4),40.6
2011,Estonija,ženske,15-24,Terciarna(5-8),56.8
2012,Estonija,ženske,15-24,Primarna(0-2),9.5
2012,Estonija,ženske,15-24,Sekundarna(3-4),42.2
2012,Estonija,ženske,15-24,Terciarna(5-8),61.9
2013,Estonija,ženske,15-24,Primarna(0-2),9.2
2013,Estonija,ženske,15-24,Sekundarna(3-4),41
2013,Estonija,ženske,15-24,Terciarna(5-8),67.5
2014,Estonija,ženske,15-24,Primarna(0-2),10.1
2014,Estonija,ženske,15-24,Sekundarna(3-4),44.5
2014,Estonija,ženske,15-24,Terciarna(5-8),70
2015,Estonija,ženske,15-24,Primarna(0-2),12.4
2015,Estonija,ženske,15-24,Sekundarna(3-4),46.4
2015,Estonija,ženske,15-24,Terciarna(5-8),70.8
2016,Estonija,ženske,15-24,Primarna(0-2),12.6
2016,Estonija,ženske,15-24,Sekundarna(3-4),52.5
2016,Estonija,ženske,15-24,Terciarna(5-8),63.4
2017,Estonija,ženske,15-24,Primarna(0-2),14.5
2017,Estonija,ženske,15-24,Sekundarna(3-4),53.1
2017,Estonija,ženske,15-24,Terciarna(5-8),79.7
2018,Estonija,ženske,15-24,Primarna(0-2),18.1
2018,Estonija,ženske,15-24,Sekundarna(3-4),54.8
2018,Estonija,ženske,15-24,Terciarna(5-8),92.3
2019,Estonija,ženske,15-24,Primarna(0-2),15
2019,Estonija,ženske,15-24,Sekundarna(3-4),55.9
2019,Estonija,ženske,15-24,Terciarna(5-8),75.5
2011,Irska,ženske,15-24,Primarna(0-2),10.7
2011,Irska,ženske,15-24,Sekundarna(3-4),48.8
2011,Irska,ženske,15-24,Terciarna(5-8),74.1
2011,Irska,ženske,15-24,Brez odgovora,55.7
2012,Irska,ženske,15-24,Primarna(0-2),10.2
2012,Irska,ženske,15-24,Sekundarna(3-4),47.4
2012,Irska,ženske,15-24,Terciarna(5-8),74.8
2013,Irska,ženske,15-24,Primarna(0-2),10.9
2013,Irska,ženske,15-24,Sekundarna(3-4),46.9
2013,Irska,ženske,15-24,Terciarna(5-8),75.4
2013,Irska,ženske,15-24,Brez odgovora,47.7
2014,Irska,ženske,15-24,Primarna(0-2),9.2
2014,Irska,ženske,15-24,Sekundarna(3-4),47.6
2014,Irska,ženske,15-24,Terciarna(5-8),74.6
2014,Irska,ženske,15-24,Brez odgovora,52.8
2015,Irska,ženske,15-24,Primarna(0-2),10.2
2015,Irska,ženske,15-24,Sekundarna(3-4),48.3
2015,Irska,ženske,15-24,Terciarna(5-8),74.8
2015,Irska,ženske,15-24,Brez odgovora,55.8
2016,Irska,ženske,15-24,Primarna(0-2),11.5
2016,Irska,ženske,15-24,Sekundarna(3-4),54.6
2016,Irska,ženske,15-24,Terciarna(5-8),79.3
2016,Irska,ženske,15-24,Brez odgovora,46.3
2017,Irska,ženske,15-24,Primarna(0-2),9.9
2017,Irska,ženske,15-24,Sekundarna(3-4),51.9
2017,Irska,ženske,15-24,Terciarna(5-8),78.8
2017,Irska,ženske,15-24,Brez odgovora,46.4
2018,Irska,ženske,15-24,Primarna(0-2),9.7
2018,Irska,ženske,15-24,Sekundarna(3-4),52.7
2018,Irska,ženske,15-24,Terciarna(5-8),79.1
2018,Irska,ženske,15-24,Brez odgovora,44.4
2019,Irska,ženske,15-24,Primarna(0-2),11.4
2019,Irska,ženske,15-24,Sekundarna(3-4),54.6
2019,Irska,ženske,15-24,Terciarna(5-8),80.5
2011,Grčija,ženske,15-24,Primarna(0-2),4.9
2011,Grčija,ženske,15-24,Sekundarna(3-4),15.3
2011,Grčija,ženske,15-24,Terciarna(5-8),42.6
2012,Grčija,ženske,15-24,Primarna(0-2),4.1
2012,Grčija,ženske,15-24,Sekundarna(3-4),10.7
2012,Grčija,ženske,15-24,Terciarna(5-8),38.1
2013,Grčija,ženske,15-24,Primarna(0-2),3.3
2013,Grčija,ženske,15-24,Sekundarna(3-4),9.6
2013,Grčija,ženske,15-24,Terciarna(5-8),37.2
2014,Grčija,ženske,15-24,Primarna(0-2),3
2014,Grčija,ženske,15-24,Sekundarna(3-4),13.4
2014,Grčija,ženske,15-24,Terciarna(5-8),36.9
2015,Grčija,ženske,15-24,Primarna(0-2),3
2015,Grčija,ženske,15-24,Sekundarna(3-4),13.4
2015,Grčija,ženske,15-24,Terciarna(5-8),39.7
2016,Grčija,ženske,15-24,Primarna(0-2),2.3
2016,Grčija,ženske,15-24,Sekundarna(3-4),13.9
2016,Grčija,ženske,15-24,Terciarna(5-8),42.2
2017,Grčija,ženske,15-24,Primarna(0-2),1.8
2017,Grčija,ženske,15-24,Sekundarna(3-4),16.6
2017,Grčija,ženske,15-24,Terciarna(5-8),38.4
2018,Grčija,ženske,15-24,Primarna(0-2),1
2018,Grčija,ženske,15-24,Sekundarna(3-4),16.6
2018,Grčija,ženske,15-24,Terciarna(5-8),41.2
2019,Grčija,ženske,15-24,Primarna(0-2),1.3
2019,Grčija,ženske,15-24,Sekundarna(3-4),18
2019,Grčija,ženske,15-24,Terciarna(5-8),45.4
2011,Španija,ženske,15-24,Primarna(0-2),18.2
2011,Španija,ženske,15-24,Sekundarna(3-4),23.1
2011,Španija,ženske,15-24,Terciarna(5-8),43.3
2012,Španija,ženske,15-24,Primarna(0-2),14.3
2012,Španija,ženske,15-24,Sekundarna(3-4),19.6
2012,Španija,ženske,15-24,Terciarna(5-8),38.5
2013,Španija,ženske,15-24,Primarna(0-2),12.4
2013,Španija,ženske,15-24,Sekundarna(3-4),17
2013,Španija,ženske,15-24,Terciarna(5-8),37.4
2014,Španija,ženske,15-24,Primarna(0-2),12
2014,Španija,ženske,15-24,Sekundarna(3-4),16.2
2014,Španija,ženske,15-24,Terciarna(5-8),40.5
2015,Španija,ženske,15-24,Primarna(0-2),12.8
2015,Španija,ženske,15-24,Sekundarna(3-4),17.4
2015,Španija,ženske,15-24,Terciarna(5-8),42.7
2016,Španija,ženske,15-24,Primarna(0-2),11.6
2016,Španija,ženske,15-24,Sekundarna(3-4),18
2016,Španija,ženske,15-24,Terciarna(5-8),43.3
2017,Španija,ženske,15-24,Primarna(0-2),13.5
2017,Španija,ženske,15-24,Sekundarna(3-4),20.1
2017,Španija,ženske,15-24,Terciarna(5-8),52
2018,Španija,ženske,15-24,Primarna(0-2),14.3
2018,Španija,ženske,15-24,Sekundarna(3-4),21.3
2018,Španija,ženske,15-24,Terciarna(5-8),51.8
2019,Španija,ženske,15-24,Primarna(0-2),14.2
2019,Španija,ženske,15-24,Sekundarna(3-4),20.8
2019,Španija,ženske,15-24,Terciarna(5-8),49
2011,Francija,ženske,15-24,Primarna(0-2),10.2
2011,Francija,ženske,15-24,Sekundarna(3-4),34.8
2011,Francija,ženske,15-24,Terciarna(5-8),48.9
2012,Francija,ženske,15-24,Primarna(0-2),9.9
2012,Francija,ženske,15-24,Sekundarna(3-4),33.2
2012,Francija,ženske,15-24,Terciarna(5-8),48.1
2013,Francija,ženske,15-24,Primarna(0-2),8.5
2013,Francija,ženske,15-24,Sekundarna(3-4),32.1
2013,Francija,ženske,15-24,Terciarna(5-8),50.3
2013,Francija,ženske,15-24,Brez odgovora,13.8
2014,Francija,ženske,15-24,Primarna(0-2),7.5
2014,Francija,ženske,15-24,Sekundarna(3-4),31.7
2014,Francija,ženske,15-24,Terciarna(5-8),51.9
2014,Francija,ženske,15-24,Brez odgovora,26.3
2015,Francija,ženske,15-24,Primarna(0-2),7.4
2015,Francija,ženske,15-24,Sekundarna(3-4),33.2
2015,Francija,ženske,15-24,Terciarna(5-8),53.7
2015,Francija,ženske,15-24,Brez odgovora,27.3
2016,Francija,ženske,15-24,Primarna(0-2),6.2
2016,Francija,ženske,15-24,Sekundarna(3-4),32.7
2016,Francija,ženske,15-24,Terciarna(5-8),55.3
2016,Francija,ženske,15-24,Brez odgovora,35.2
2017,Francija,ženske,15-24,Primarna(0-2),6.4
2017,Francija,ženske,15-24,Sekundarna(3-4),32.8
2017,Francija,ženske,15-24,Terciarna(5-8),57.3
2017,Francija,ženske,15-24,Brez odgovora,39.3
2018,Francija,ženske,15-24,Primarna(0-2),6.5
2018,Francija,ženske,15-24,Sekundarna(3-4),33.7
2018,Francija,ženske,15-24,Terciarna(5-8),57.8
2018,Francija,ženske,15-24,Brez odgovora,35.2
2019,Francija,ženske,15-24,Primarna(0-2),6.6
2019,Francija,ženske,15-24,Sekundarna(3-4),34
2019,Francija,ženske,15-24,Terciarna(5-8),58.3
2019,Francija,ženske,15-24,Brez odgovora,41.6
2011,Hrvaška,ženske,15-24,Primarna(0-2),2.8
2011,Hrvaška,ženske,15-24,Sekundarna(3-4),25.6
2011,Hrvaška,ženske,15-24,Terciarna(5-8),32.5
2012,Hrvaška,ženske,15-24,Primarna(0-2),2.1
2012,Hrvaška,ženske,15-24,Sekundarna(3-4),21.6
2012,Hrvaška,ženske,15-24,Terciarna(5-8),33.7
2012,Hrvaška,ženske,15-24,Brez odgovora,23.9
2013,Hrvaška,ženske,15-24,Sekundarna(3-4),19.2
2013,Hrvaška,ženske,15-24,Terciarna(5-8),28.3
2013,Hrvaška,ženske,15-24,Brez odgovora,14.6
2014,Hrvaška,ženske,15-24,Primarna(0-2),1.3
2014,Hrvaška,ženske,15-24,Sekundarna(3-4),21.4
2014,Hrvaška,ženske,15-24,Terciarna(5-8),44.3
2015,Hrvaška,ženske,15-24,Primarna(0-2),2.3
2015,Hrvaška,ženske,15-24,Sekundarna(3-4),21.8
2015,Hrvaška,ženske,15-24,Terciarna(5-8),39.7
2016,Hrvaška,ženske,15-24,Sekundarna(3-4),35.1
2016,Hrvaška,ženske,15-24,Terciarna(5-8),34.4
2017,Hrvaška,ženske,15-24,Primarna(0-2),1.6
2017,Hrvaška,ženske,15-24,Sekundarna(3-4),34.5
2017,Hrvaška,ženske,15-24,Terciarna(5-8),31.8
2018,Hrvaška,ženske,15-24,Primarna(0-2),2.1
2018,Hrvaška,ženske,15-24,Sekundarna(3-4),32.2
2018,Hrvaška,ženske,15-24,Terciarna(5-8),25.6
2019,Hrvaška,ženske,15-24,Primarna(0-2),1.6
2019,Hrvaška,ženske,15-24,Sekundarna(3-4),34.7
2019,Hrvaška,ženske,15-24,Terciarna(5-8),31
2011,Italija,ženske,15-24,Primarna(0-2),7
2011,Italija,ženske,15-24,Sekundarna(3-4),24.3
2011,Italija,ženske,15-24,Terciarna(5-8),24.2
2012,Italija,ženske,15-24,Primarna(0-2),6.6
2012,Italija,ženske,15-24,Sekundarna(3-4),23.3
2012,Italija,ženske,15-24,Terciarna(5-8),23.8
2013,Italija,ženske,15-24,Primarna(0-2),5.4
2013,Italija,ženske,15-24,Sekundarna(3-4),21.3
2013,Italija,ženske,15-24,Terciarna(5-8),25.9
2014,Italija,ženske,15-24,Primarna(0-2),4.6
2014,Italija,ženske,15-24,Sekundarna(3-4),20.4
2014,Italija,ženske,15-24,Terciarna(5-8),22.9
2015,Italija,ženske,15-24,Primarna(0-2),4.5
2015,Italija,ženske,15-24,Sekundarna(3-4),20
2015,Italija,ženske,15-24,Terciarna(5-8),21.3
2016,Italija,ženske,15-24,Primarna(0-2),4.6
2016,Italija,ženske,15-24,Sekundarna(3-4),22.2
2016,Italija,ženske,15-24,Terciarna(5-8),25.3
2017,Italija,ženske,15-24,Primarna(0-2),4.4
2017,Italija,ženske,15-24,Sekundarna(3-4),22.6
2017,Italija,ženske,15-24,Terciarna(5-8),23.3
2018,Italija,ženske,15-24,Primarna(0-2),5.1
2018,Italija,ženske,15-24,Sekundarna(3-4),23.1
2018,Italija,ženske,15-24,Terciarna(5-8),25.3
2019,Italija,ženske,15-24,Primarna(0-2),5
2019,Italija,ženske,15-24,Sekundarna(3-4),24.4
2019,Italija,ženske,15-24,Terciarna(5-8),28.6
2011,Ciper,ženske,15-24,Primarna(0-2),10
2011,Ciper,ženske,15-24,Sekundarna(3-4),29.8
2011,Ciper,ženske,15-24,Terciarna(5-8),60.1
2012,Ciper,ženske,15-24,Primarna(0-2),7.5
2012,Ciper,ženske,15-24,Sekundarna(3-4),28
2012,Ciper,ženske,15-24,Terciarna(5-8),54.6
2013,Ciper,ženske,15-24,Primarna(0-2),4.4
2013,Ciper,ženske,15-24,Sekundarna(3-4),23
2013,Ciper,ženske,15-24,Terciarna(5-8),49
2014,Ciper,ženske,15-24,Primarna(0-2),3.6
2014,Ciper,ženske,15-24,Sekundarna(3-4),26.5
2014,Ciper,ženske,15-24,Terciarna(5-8),55
2015,Ciper,ženske,15-24,Primarna(0-2),2.7
2015,Ciper,ženske,15-24,Sekundarna(3-4),30.2
2015,Ciper,ženske,15-24,Terciarna(5-8),56.8
2016,Ciper,ženske,15-24,Primarna(0-2),4.5
