LETO,DRZAVA,SPOL,STAROST,INDIKATOR,VREDNOST
2018,Madžarska,ženske,15-24,Delež celotne populacije,24.3
2018,Malta,ženske,15-24,Delež aktivne populacije,56.3
2018,Malta,ženske,15-24,Delež celotne populacije,52.5
2018,Nizozemska,ženske,15-24,Delež aktivne populacije,69.8
2018,Nizozemska,ženske,15-24,Delež celotne populacije,65.2
2018,Avstrija,ženske,15-24,Delež aktivne populacije,53.8
2018,Avstrija,ženske,15-24,Delež celotne populacije,48.7
2018,Poljska,ženske,15-24,Delež aktivne populacije,30.7
2018,Poljska,ženske,15-24,Delež celotne populacije,27
2018,Portugalska,ženske,15-24,Delež aktivne populacije,31.7
2018,Portugalska,ženske,15-24,Delež celotne populacije,25.1
2018,Romunija,ženske,15-24,Delež aktivne populacije,24.2
2018,Romunija,ženske,15-24,Delež celotne populacije,20.3
2018,Slovenija,ženske,15-24,Delež aktivne populacije,34.3
2018,Slovenija,ženske,15-24,Delež celotne populacije,31.1
2018,Slovaška,ženske,15-24,Delež aktivne populacije,24.5
2018,Slovaška,ženske,15-24,Delež celotne populacije,20.6
2018,Finska,ženske,15-24,Delež aktivne populacije,54.7
2018,Finska,ženske,15-24,Delež celotne populacije,45.5
2018,Švedska,ženske,15-24,Delež aktivne populacije,55.5
2018,Švedska,ženske,15-24,Delež celotne populacije,46.4
2018,Velika Britanija,ženske,15-24,Delež aktivne populacije,55.6
2018,Velika Britanija,ženske,15-24,Delež celotne populacije,49.9
2019,Belgija,ženske,15-24,Delež aktivne populacije,29.5
2019,Belgija,ženske,15-24,Delež celotne populacije,25.8
2019,Bolgarija,ženske,15-24,Delež aktivne populacije,20.1
2019,Bolgarija,ženske,15-24,Delež celotne populacije,18.4
2019,Češka,ženske,15-24,Delež aktivne populacije,25.9
2019,Češka,ženske,15-24,Delež celotne populacije,24.3
2019,Danska,ženske,15-24,Delež aktivne populacije,61.8
2019,Danska,ženske,15-24,Delež celotne populacije,55.8
2019,Nemčija,ženske,15-24,Delež aktivne populacije,48.4
2019,Nemčija,ženske,15-24,Delež celotne populacije,46.1
2019,Estonija,ženske,15-24,Delež aktivne populacije,43
2019,Estonija,ženske,15-24,Delež celotne populacije,38
2019,Irska,ženske,15-24,Delež aktivne populacije,45.9
2019,Irska,ženske,15-24,Delež celotne populacije,41
2019,Grčija,ženske,15-24,Delež aktivne populacije,21
2019,Grčija,ženske,15-24,Delež celotne populacije,13.2
2019,Španija,ženske,15-24,Delež aktivne populacije,30.7
2019,Španija,ženske,15-24,Delež celotne populacije,20.1
2019,Francija,ženske,15-24,Delež aktivne populacije,34
2019,Francija,ženske,15-24,Delež celotne populacije,27.8
2019,Hrvaška,ženske,15-24,Delež aktivne populacije,27.3
2019,Hrvaška,ženske,15-24,Delež celotne populacije,21.9
2019,Italija,ženske,15-24,Delež aktivne populacije,22
2019,Italija,ženske,15-24,Delež celotne populacije,15.2
2019,Ciper,ženske,15-24,Delež aktivne populacije,39.9
2019,Ciper,ženske,15-24,Delež celotne populacije,34.1
2019,Latvija,ženske,15-24,Delež aktivne populacije,32.8
2019,Latvija,ženske,15-24,Delež celotne populacije,29.5
2019,Litva,ženske,15-24,Delež aktivne populacije,35.6
2019,Litva,ženske,15-24,Delež celotne populacije,32.3
2019,Luksemburg,ženske,15-24,Delež aktivne populacije,31.3
2019,Luksemburg,ženske,15-24,Delež celotne populacije,26.3
2019,Madžarska,ženske,15-24,Delež aktivne populacije,26.9
2019,Madžarska,ženske,15-24,Delež celotne populacije,24
2019,Malta,ženske,15-24,Delež aktivne populacije,55
2019,Malta,ženske,15-24,Delež celotne populacije,50.6
2019,Nizozemska,ženske,15-24,Delež aktivne populacije,70.3
2019,Nizozemska,ženske,15-24,Delež celotne populacije,66
2019,Avstrija,ženske,15-24,Delež aktivne populacije,52.5
2019,Avstrija,ženske,15-24,Delež celotne populacije,48.4
2019,Poljska,ženske,15-24,Delež aktivne populacije,31
2019,Poljska,ženske,15-24,Delež celotne populacije,27.8
2019,Portugalska,ženske,15-24,Delež aktivne populacije,32.5
2019,Portugalska,ženske,15-24,Delež celotne populacije,25.5
2019,Romunija,ženske,15-24,Delež aktivne populacije,23.3
2019,Romunija,ženske,15-24,Delež celotne populacije,19.3
2019,Slovenija,ženske,15-24,Delež aktivne populacije,33
2019,Slovenija,ženske,15-24,Delež celotne populacije,29.9
2019,Slovaška,ženske,15-24,Delež aktivne populacije,22.2
2019,Slovaška,ženske,15-24,Delež celotne populacije,17.8
2019,Finska,ženske,15-24,Delež aktivne populacije,53.5
2019,Finska,ženske,15-24,Delež celotne populacije,45.1
2019,Švedska,ženske,15-24,Delež aktivne populacije,56.2
2019,Švedska,ženske,15-24,Delež celotne populacije,45.1
2019,Velika Britanija,ženske,15-24,Delež aktivne populacije,55.7
2019,Velika Britanija,ženske,15-24,Delež celotne populacije,50.6
2011,Belgija,moški,25-54,Delež aktivne populacije,90.7
2011,Belgija,moški,25-54,Delež celotne populacije,84.9
2011,Bolgarija,moški,25-54,Delež aktivne populacije,84.5
2011,Bolgarija,moški,25-54,Delež celotne populacije,74.7
2011,Češka,moški,25-54,Delež aktivne populacije,95.3
2011,Češka,moški,25-54,Delež celotne populacije,90.9
2011,Danska,moški,25-54,Delež aktivne populacije,91.3
2011,Danska,moški,25-54,Delež celotne populacije,85.6
2011,Nemčija,moški,25-54,Delež aktivne populacije,93.2
2011,Nemčija,moški,25-54,Delež celotne populacije,88
2011,Estonija,moški,25-54,Delež aktivne populacije,92.1
2011,Estonija,moški,25-54,Delež celotne populacije,81.6
2011,Irska,moški,25-54,Delež aktivne populacije,88.3
2011,Irska,moški,25-54,Delež celotne populacije,74.1
2011,Grčija,moški,25-54,Delež aktivne populacije,93.5
2011,Grčija,moški,25-54,Delež celotne populacije,79.9
2011,Španija,moški,25-54,Delež aktivne populacije,92.5
2011,Španija,moški,25-54,Delež celotne populacije,74.6
2011,Francija,moški,25-54,Delež aktivne populacije,93.5
2011,Francija,moški,25-54,Delež celotne populacije,86.3
2011,Hrvaška,moški,25-54,Delež aktivne populacije,85.4
2011,Hrvaška,moški,25-54,Delež celotne populacije,75.1
2011,Italija,moški,25-54,Delež aktivne populacije,89.2
2011,Italija,moški,25-54,Delež celotne populacije,83.4
2011,Ciper,moški,25-54,Delež aktivne populacije,93.1
2011,Ciper,moški,25-54,Delež celotne populacije,86.4
2011,Latvija,moški,25-54,Delež aktivne populacije,90.8
2011,Latvija,moški,25-54,Delež celotne populacije,75.1
2011,Litva,moški,25-54,Delež aktivne populacije,90.7
2011,Litva,moški,25-54,Delež celotne populacije,75.7
2011,Luksemburg,moški,25-54,Delež aktivne populacije,93.9
2011,Luksemburg,moški,25-54,Delež celotne populacije,90.8
2011,Madžarska,moški,25-54,Delež aktivne populacije,88.2
2011,Madžarska,moški,25-54,Delež celotne populacije,79.5
2011,Malta,moški,25-54,Delež aktivne populacije,94.9
2011,Malta,moški,25-54,Delež celotne populacije,90
2011,Nizozemska,moški,25-54,Delež aktivne populacije,93
2011,Nizozemska,moški,25-54,Delež celotne populacije,89.8
2011,Avstrija,moški,25-54,Delež aktivne populacije,92
2011,Avstrija,moški,25-54,Delež celotne populacije,88.4
2011,Poljska,moški,25-54,Delež aktivne populacije,89.7
2011,Poljska,moški,25-54,Delež celotne populacije,83
2011,Portugalska,moški,25-54,Delež aktivne populacije,92.4
2011,Portugalska,moški,25-54,Delež celotne populacije,81.7
2011,Romunija,moški,25-54,Delež aktivne populacije,89
2011,Romunija,moški,25-54,Delež celotne populacije,83.1
2011,Slovenija,moški,25-54,Delež aktivne populacije,91.8
2011,Slovenija,moški,25-54,Delež celotne populacije,84.8
2011,Slovaška,moški,25-54,Delež aktivne populacije,93.5
2011,Slovaška,moški,25-54,Delež celotne populacije,82.5
2011,Finska,moški,25-54,Delež aktivne populacije,90.9
2011,Finska,moški,25-54,Delež celotne populacije,84.8
2011,Švedska,moški,25-54,Delež aktivne populacije,93.2
2011,Švedska,moški,25-54,Delež celotne populacije,87.9
2011,Velika Britanija,moški,25-54,Delež aktivne populacije,91.7
2011,Velika Britanija,moški,25-54,Delež celotne populacije,85.9
2012,Belgija,moški,25-54,Delež aktivne populacije,90.7
2012,Belgija,moški,25-54,Delež celotne populacije,84.5
2012,Bolgarija,moški,25-54,Delež aktivne populacije,84.8
2012,Bolgarija,moški,25-54,Delež celotne populacije,74.3
2012,Češka,moški,25-54,Delež aktivne populacije,95.5
2012,Češka,moški,25-54,Delež celotne populacije,90.9
2012,Danska,moški,25-54,Delež aktivne populacije,90.2
2012,Danska,moški,25-54,Delež celotne populacije,84.1
2012,Nemčija,moški,25-54,Delež aktivne populacije,93.1
2012,Nemčija,moški,25-54,Delež celotne populacije,88.4
2012,Estonija,moški,25-54,Delež aktivne populacije,92.1
2012,Estonija,moški,25-54,Delež celotne populacije,83.1
2012,Irska,moški,25-54,Delež aktivne populacije,88.6
2012,Irska,moški,25-54,Delež celotne populacije,74.6
2012,Grčija,moški,25-54,Delež aktivne populacije,93.6
2012,Grčija,moški,25-54,Delež celotne populacije,73.9
2012,Španija,moški,25-54,Delež aktivne populacije,92.6
2012,Španija,moški,25-54,Delež celotne populacije,71.3
2012,Francija,moški,25-54,Delež aktivne populacije,93.2
2012,Francija,moški,25-54,Delež celotne populacije,85.4
2012,Hrvaška,moški,25-54,Delež aktivne populacije,85.2
2012,Hrvaška,moški,25-54,Delež celotne populacije,73
2012,Italija,moški,25-54,Delež aktivne populacije,89.4
2012,Italija,moški,25-54,Delež celotne populacije,81.7
2012,Ciper,moški,25-54,Delež aktivne populacije,93.8
2012,Ciper,moški,25-54,Delež celotne populacije,83.3
2012,Latvija,moški,25-54,Delež aktivne populacije,91.2
2012,Latvija,moški,25-54,Delež celotne populacije,77.7
2012,Litva,moški,25-54,Delež aktivne populacije,90.5
2012,Litva,moški,25-54,Delež celotne populacije,77.7
2012,Luksemburg,moški,25-54,Delež aktivne populacije,94.6
2012,Luksemburg,moški,25-54,Delež celotne populacije,91
2012,Madžarska,moški,25-54,Delež aktivne populacije,89.4
2012,Madžarska,moški,25-54,Delež celotne populacije,80.2
2012,Malta,moški,25-54,Delež aktivne populacije,94.4
2012,Malta,moški,25-54,Delež celotne populacije,90
2012,Nizozemska,moški,25-54,Delež aktivne populacije,93
2012,Nizozemska,moški,25-54,Delež celotne populacije,89.1
2012,Avstrija,moški,25-54,Delež aktivne populacije,92.3
2012,Avstrija,moški,25-54,Delež celotne populacije,88.3
2012,Poljska,moški,25-54,Delež aktivne populacije,90
2012,Poljska,moški,25-54,Delež celotne populacije,82.9
2012,Portugalska,moški,25-54,Delež aktivne populacije,92.1
2012,Portugalska,moški,25-54,Delež celotne populacije,78.6
2012,Romunija,moški,25-54,Delež aktivne populacije,89.9
2012,Romunija,moški,25-54,Delež celotne populacije,84.1
2012,Slovenija,moški,25-54,Delež aktivne populacije,92.4
2012,Slovenija,moški,25-54,Delež celotne populacije,85.4
2012,Slovaška,moški,25-54,Delež aktivne populacije,93.8
2012,Slovaška,moški,25-54,Delež celotne populacije,83
2012,Finska,moški,25-54,Delež aktivne populacije,90.4
2012,Finska,moški,25-54,Delež celotne populacije,84.4
2012,Švedska,moški,25-54,Delež aktivne populacije,93.5
2012,Švedska,moški,25-54,Delež celotne populacije,87.8
2012,Velika Britanija,moški,25-54,Delež aktivne populacije,92
2012,Velika Britanija,moški,25-54,Delež celotne populacije,86.6
2013,Belgija,moški,25-54,Delež aktivne populacije,90.9
2013,Belgija,moški,25-54,Delež celotne populacije,84
2013,Bolgarija,moški,25-54,Delež aktivne populacije,85.7
2013,Bolgarija,moški,25-54,Delež celotne populacije,75
2013,Češka,moški,25-54,Delež aktivne populacije,95.8
2013,Češka,moški,25-54,Delež celotne populacije,91.2
2013,Danska,moški,25-54,Delež aktivne populacije,89.6
2013,Danska,moški,25-54,Delež celotne populacije,84.3
2013,Nemčija,moški,25-54,Delež aktivne populacije,92.9
2013,Nemčija,moški,25-54,Delež celotne populacije,88.2
2013,Estonija,moški,25-54,Delež aktivne populacije,92.3
2013,Estonija,moški,25-54,Delež celotne populacije,84.7
2013,Irska,moški,25-54,Delež aktivne populacije,88.8
2013,Irska,moški,25-54,Delež celotne populacije,77
2013,Grčija,moški,25-54,Delež aktivne populacije,93.6
2013,Grčija,moški,25-54,Delež celotne populacije,71.4
2013,Španija,moški,25-54,Delež aktivne populacije,92.4
2013,Španija,moški,25-54,Delež celotne populacije,70.4
2013,Francija,moški,25-54,Delež aktivne populacije,93.1
2013,Francija,moški,25-54,Delež celotne populacije,84.6
2013,Hrvaška,moški,25-54,Delež aktivne populacije,84.7
2013,Hrvaška,moški,25-54,Delež celotne populacije,71.6
2013,Italija,moški,25-54,Delež aktivne populacije,88.3
2013,Italija,moški,25-54,Delež celotne populacije,79.2
2013,Ciper,moški,25-54,Delež aktivne populacije,94
2013,Ciper,moški,25-54,Delež celotne populacije,80.4
2013,Latvija,moški,25-54,Delež aktivne populacije,90.6
2013,Latvija,moški,25-54,Delež celotne populacije,79.9
2013,Litva,moški,25-54,Delež aktivne populacije,90.6
2013,Litva,moški,25-54,Delež celotne populacije,79.8
2013,Luksemburg,moški,25-54,Delež aktivne populacije,94.4
2013,Luksemburg,moški,25-54,Delež celotne populacije,90.1
2013,Madžarska,moški,25-54,Delež aktivne populacije,89.5
2013,Madžarska,moški,25-54,Delež celotne populacije,81.4
2013,Malta,moški,25-54,Delež aktivne populacije,94.8
2013,Malta,moški,25-54,Delež celotne populacije,90.2
2013,Nizozemska,moški,25-54,Delež aktivne populacije,92.3
2013,Nizozemska,moški,25-54,Delež celotne populacije,86.8
2013,Avstrija,moški,25-54,Delež aktivne populacije,92.1
2013,Avstrija,moški,25-54,Delež celotne populacije,87.5
2013,Poljska,moški,25-54,Delež aktivne populacije,90
2013,Poljska,moški,25-54,Delež celotne populacije,82.7
2013,Portugalska,moški,25-54,Delež aktivne populacije,91.1
2013,Portugalska,moški,25-54,Delež celotne populacije,77.1
2013,Romunija,moški,25-54,Delež aktivne populacije,90
2013,Romunija,moški,25-54,Delež celotne populacije,83.8
2013,Slovenija,moški,25-54,Delež aktivne populacije,92.6
2013,Slovenija,moški,25-54,Delež celotne populacije,84.3
2013,Slovaška,moški,25-54,Delež aktivne populacije,93.6
2013,Slovaška,moški,25-54,Delež celotne populacije,82.2
2013,Finska,moški,25-54,Delež aktivne populacije,90.1
2013,Finska,moški,25-54,Delež celotne populacije,83.9
2013,Švedska,moški,25-54,Delež aktivne populacije,93.6
2013,Švedska,moški,25-54,Delež celotne populacije,88
2013,Velika Britanija,moški,25-54,Delež aktivne populacije,92
2013,Velika Britanija,moški,25-54,Delež celotne populacije,86.7
2014,Belgija,moški,25-54,Delež aktivne populacije,90.7
2014,Belgija,moški,25-54,Delež celotne populacije,83.2
2014,Bolgarija,moški,25-54,Delež aktivne populacije,86.2
2014,Bolgarija,moški,25-54,Delež celotne populacije,76.4
2014,Češka,moški,25-54,Delež aktivne populacije,95.6
2014,Češka,moški,25-54,Delež celotne populacije,91.5
2014,Danska,moški,25-54,Delež aktivne populacije,89.7
2014,Danska,moški,25-54,Delež celotne populacije,84.8
2014,Nemčija,moški,25-54,Delež aktivne populacije,92.6
2014,Nemčija,moški,25-54,Delež celotne populacije,88
2014,Estonija,moški,25-54,Delež aktivne populacije,92.2
2014,Estonija,moški,25-54,Delež celotne populacije,85.6
2014,Irska,moški,25-54,Delež aktivne populacije,89.5
2014,Irska,moški,25-54,Delež celotne populacije,79.4
2014,Grčija,moški,25-54,Delež aktivne populacije,93.1
2014,Grčija,moški,25-54,Delež celotne populacije,71.8
2014,Španija,moški,25-54,Delež aktivne populacije,92.6
2014,Španija,moški,25-54,Delež celotne populacije,72.5
2014,Francija,moški,25-54,Delež aktivne populacije,92.9
2014,Francija,moški,25-54,Delež celotne populacije,84.4
2014,Hrvaška,moški,25-54,Delež aktivne populacije,86.6
2014,Hrvaška,moški,25-54,Delež celotne populacije,74.5
2014,Italija,moški,25-54,Delež aktivne populacije,87.7
2014,Italija,moški,25-54,Delež celotne populacije,78.2
2014,Ciper,moški,25-54,Delež aktivne populacije,93.5
2014,Ciper,moški,25-54,Delež celotne populacije,79.6
2014,Latvija,moški,25-54,Delež aktivne populacije,90.5
2014,Latvija,moški,25-54,Delež celotne populacije,80.4
2014,Litva,moški,25-54,Delež aktivne populacije,90.8
2014,Litva,moški,25-54,Delež celotne populacije,80.7
2014,Luksemburg,moški,25-54,Delež aktivne populacije,94.9
2014,Luksemburg,moški,25-54,Delež celotne populacije,90.5
2014,Madžarska,moški,25-54,Delež aktivne populacije,91.2
2014,Madžarska,moški,25-54,Delež celotne populacije,85.3
2014,Malta,moški,25-54,Delež aktivne populacije,95.5
2014,Malta,moški,25-54,Delež celotne populacije,90.9
2014,Nizozemska,moški,25-54,Delež aktivne populacije,92.2
2014,Nizozemska,moški,25-54,Delež celotne populacije,86.9
2014,Avstrija,moški,25-54,Delež aktivne populacije,91.5
2014,Avstrija,moški,25-54,Delež celotne populacije,86.6
2014,Poljska,moški,25-54,Delež aktivne populacije,90.5
2014,Poljska,moški,25-54,Delež celotne populacije,83.9
2014,Portugalska,moški,25-54,Delež aktivne populacije,91.6
2014,Portugalska,moški,25-54,Delež celotne populacije,80.6
2014,Romunija,moški,25-54,Delež aktivne populacije,90.5
2014,Romunija,moški,25-54,Delež celotne populacije,84.6
2014,Slovenija,moški,25-54,Delež aktivne populacije,92.2
2014,Slovenija,moški,25-54,Delež celotne populacije,84.6
2014,Slovaška,moški,25-54,Delež aktivne populacije,94
2014,Slovaška,moški,25-54,Delež celotne populacije,83.2
2014,Finska,moški,25-54,Delež aktivne populacije,89.5
2014,Finska,moški,25-54,Delež celotne populacije,82.7
2014,Švedska,moški,25-54,Delež aktivne populacije,93.5
2014,Švedska,moški,25-54,Delež celotne populacije,87.8
2014,Velika Britanija,moški,25-54,Delež aktivne populacije,92.2
2014,Velika Britanija,moški,25-54,Delež celotne populacije,88
2015,Belgija,moški,25-54,Delež aktivne populacije,89.9
2015,Belgija,moški,25-54,Delež celotne populacije,82.5
2015,Bolgarija,moški,25-54,Delež aktivne populacije,86.4
2015,Bolgarija,moški,25-54,Delež celotne populacije,78.5
2015,Češka,moški,25-54,Delež aktivne populacije,95.4
2015,Češka,moški,25-54,Delež celotne populacije,91.9
2015,Danska,moški,25-54,Delež aktivne populacije,90.3
2015,Danska,moški,25-54,Delež celotne populacije,85.4
2015,Nemčija,moški,25-54,Delež aktivne populacije,92.5
2015,Nemčija,moški,25-54,Delež celotne populacije,88.1
2015,Estonija,moški,25-54,Delež aktivne populacije,92.6
2015,Estonija,moški,25-54,Delež celotne populacije,87.7
2015,Irska,moški,25-54,Delež aktivne populacije,89.6
2015,Irska,moški,25-54,Delež celotne populacije,81.1
2015,Grčija,moški,25-54,Delež aktivne populacije,93.1
2015,Grčija,moški,25-54,Delež celotne populacije,73.7
2015,Španija,moški,25-54,Delež aktivne populacije,92.6
2015,Španija,moški,25-54,Delež celotne populacije,75.1
2015,Francija,moški,25-54,Delež aktivne populacije,92.5
2015,Francija,moški,25-54,Delež celotne populacije,83.7
2015,Hrvaška,moški,25-54,Delež aktivne populacije,86.9
2015,Hrvaška,moški,25-54,Delež celotne populacije,75.4
2015,Italija,moški,25-54,Delež aktivne populacije,87.7
2015,Italija,moški,25-54,Delež celotne populacije,78.6
2015,Ciper,moški,25-54,Delež aktivne populacije,92.6
2015,Ciper,moški,25-54,Delež celotne populacije,80.6
2015,Latvija,moški,25-54,Delež aktivne populacije,90.6
2015,Latvija,moški,25-54,Delež celotne populacije,81.2
2015,Litva,moški,25-54,Delež aktivne populacije,90.4
2015,Litva,moški,25-54,Delež celotne populacije,81.8
2015,Luksemburg,moški,25-54,Delež aktivne populacije,93.9
2015,Luksemburg,moški,25-54,Delež celotne populacije,89.3
2015,Madžarska,moški,25-54,Delež aktivne populacije,92
2015,Madžarska,moški,25-54,Delež celotne populacije,86.8
2015,Malta,moški,25-54,Delež aktivne populacije,95.4
2015,Malta,moški,25-54,Delež celotne populacije,91.5
2015,Nizozemska,moški,25-54,Delež aktivne populacije,92.1
2015,Nizozemska,moški,25-54,Delež celotne populacije,87.5
2015,Avstrija,moški,25-54,Delež aktivne populacije,91.6
2015,Avstrija,moški,25-54,Delež celotne populacije,86.6
2015,Poljska,moški,25-54,Delež aktivne populacije,90.6
2015,Poljska,moški,25-54,Delež celotne populacije,84.9
2015,Portugalska,moški,25-54,Delež aktivne populacije,91.7
2015,Portugalska,moški,25-54,Delež celotne populacije,81.8
2015,Romunija,moški,25-54,Delež aktivne populacije,91.6
2015,Romunija,moški,25-54,Delež celotne populacije,85.2
2015,Slovenija,moški,25-54,Delež aktivne populacije,92.9
2015,Slovenija,moški,25-54,Delež celotne populacije,86.1
2015,Slovaška,moški,25-54,Delež aktivne populacije,93.6
2015,Slovaška,moški,25-54,Delež celotne populacije,85.1
2015,Finska,moški,25-54,Delež aktivne populacije,89.6
2015,Finska,moški,25-54,Delež celotne populacije,82.5
2015,Švedska,moški,25-54,Delež aktivne populacije,93.3
2015,Švedska,moški,25-54,Delež celotne populacije,87.9
2015,Velika Britanija,moški,25-54,Delež aktivne populacije,91.9
2015,Velika Britanija,moški,25-54,Delež celotne populacije,88.3
2016,Belgija,moški,25-54,Delež aktivne populacije,90.4
2016,Belgija,moški,25-54,Delež celotne populacije,83.8
2016,Bolgarija,moški,25-54,Delež aktivne populacije,85.7
2016,Bolgarija,moški,25-54,Delež celotne populacije,79.2
2016,Češka,moški,25-54,Delež aktivne populacije,95.4
2016,Češka,moški,25-54,Delež celotne populacije,92.7
2016,Danska,moški,25-54,Delež aktivne populacije,89.6
2016,Danska,moški,25-54,Delež celotne populacije,85.5
2016,Nemčija,moški,25-54,Delež aktivne populacije,91.9
2016,Nemčija,moški,25-54,Delež celotne populacije,88.1
2016,Estonija,moški,25-54,Delež aktivne populacije,93.7
2016,Estonija,moški,25-54,Delež celotne populacije,87.9
2016,Irska,moški,25-54,Delež aktivne populacije,89.4
2016,Irska,moški,25-54,Delež celotne populacije,82.3
2016,Grčija,moški,25-54,Delež aktivne populacije,93.2
2016,Grčija,moški,25-54,Delež celotne populacije,76
2016,Španija,moški,25-54,Delež aktivne populacije,92.5
2016,Španija,moški,25-54,Delež celotne populacije,77.4
2016,Francija,moški,25-54,Delež aktivne populacije,92.4
2016,Francija,moški,25-54,Delež celotne populacije,84.3
2016,Hrvaška,moški,25-54,Delež aktivne populacije,85.2
2016,Hrvaška,moški,25-54,Delež celotne populacije,76.3
2016,Italija,moški,25-54,Delež aktivne populacije,88.2
2016,Italija,moški,25-54,Delež celotne populacije,79.3
2016,Ciper,moški,25-54,Delež aktivne populacije,92.2
2016,Ciper,moški,25-54,Delež celotne populacije,81.7
2016,Latvija,moški,25-54,Delež aktivne populacije,90.2
2016,Latvija,moški,25-54,Delež celotne populacije,81.4
2016,Litva,moški,25-54,Delež aktivne populacije,90.2
2016,Litva,moški,25-54,Delež celotne populacije,82.6
2016,Luksemburg,moški,25-54,Delež aktivne populacije,93.1
2016,Luksemburg,moški,25-54,Delež celotne populacije,88.5
2016,Madžarska,moški,25-54,Delež aktivne populacije,92.4
2016,Madžarska,moški,25-54,Delež celotne populacije,88.2
2016,Malta,moški,25-54,Delež aktivne populacije,95.8
2016,Malta,moški,25-54,Delež celotne populacije,92.3
2016,Nizozemska,moški,25-54,Delež aktivne populacije,91.7
2016,Nizozemska,moški,25-54,Delež celotne populacije,88.1
2016,Avstrija,moški,25-54,Delež aktivne populacije,91.8
2016,Avstrija,moški,25-54,Delež celotne populacije,86.6
2016,Poljska,moški,25-54,Delež aktivne populacije,90.8
2016,Poljska,moški,25-54,Delež celotne populacije,86.1
2016,Portugalska,moški,25-54,Delež aktivne populacije,91.9
2016,Portugalska,moški,25-54,Delež celotne populacije,83
2016,Romunija,moški,25-54,Delež aktivne populacije,91
2016,Romunija,moški,25-54,Delež celotne populacije,85.5
2016,Slovenija,moški,25-54,Delež aktivne populacije,92
2016,Slovenija,moški,25-54,Delež celotne populacije,85.6
2016,Slovaška,moški,25-54,Delež aktivne populacije,93.5
2016,Slovaška,moški,25-54,Delež celotne populacije,86.3
2016,Finska,moški,25-54,Delež aktivne populacije,89.7
2016,Finska,moški,25-54,Delež celotne populacije,83
2016,Švedska,moški,25-54,Delež aktivne populacije,93.3
2016,Švedska,moški,25-54,Delež celotne populacije,88.1
2016,Velika Britanija,moški,25-54,Delež aktivne populacije,92.2
2016,Velika Britanija,moški,25-54,Delež celotne populacije,89
2017,Belgija,moški,25-54,Delež aktivne populacije,90
2017,Belgija,moški,25-54,Delež celotne populacije,84.4
2017,Bolgarija,moški,25-54,Delež aktivne populacije,88
2017,Bolgarija,moški,25-54,Delež celotne populacije,82.8
2017,Češka,moški,25-54,Delež aktivne populacije,95.7
2017,Češka,moški,25-54,Delež celotne populacije,93.7
2017,Danska,moški,25-54,Delež aktivne populacije,89.3
2017,Danska,moški,25-54,Delež celotne populacije,85
2017,Nemčija,moški,25-54,Delež aktivne populacije,91.9
2017,Nemčija,moški,25-54,Delež celotne populacije,88.4
2017,Estonija,moški,25-54,Delež aktivne populacije,93.3
2017,Estonija,moški,25-54,Delež celotne populacije,88.5
2017,Irska,moški,25-54,Delež aktivne populacije,90.1
2017,Irska,moški,25-54,Delež celotne populacije,84.5
2017,Grčija,moški,25-54,Delež aktivne populacije,93
2017,Grčija,moški,25-54,Delež celotne populacije,77.5
2017,Španija,moški,25-54,Delež aktivne populacije,92
2017,Španija,moški,25-54,Delež celotne populacije,79.2
2017,Francija,moški,25-54,Delež aktivne populacije,92.6
2017,Francija,moški,25-54,Delež celotne populacije,85
2017,Hrvaška,moški,25-54,Delež aktivne populacije,86.7
2017,Hrvaška,moški,25-54,Delež celotne populacije,78.7
2017,Italija,moški,25-54,Delež aktivne populacije,88.5
2017,Italija,moški,25-54,Delež celotne populacije,79.9
2017,Ciper,moški,25-54,Delež aktivne populacije,92.9
2017,Ciper,moški,25-54,Delež celotne populacije,83.6
2017,Latvija,moški,25-54,Delež aktivne populacije,91.8
2017,Latvija,moški,25-54,Delež celotne populacije,83.5
2017,Litva,moški,25-54,Delež aktivne populacije,90.4
2017,Litva,moški,25-54,Delež celotne populacije,83.1
2017,Luksemburg,moški,25-54,Delež aktivne populacije,91.8
2017,Luksemburg,moški,25-54,Delež celotne populacije,87.4
2017,Madžarska,moški,25-54,Delež aktivne populacije,93.3
2017,Madžarska,moški,25-54,Delež celotne populacije,90.1
2017,Malta,moški,25-54,Delež aktivne populacije,96.2
2017,Malta,moški,25-54,Delež celotne populacije,93.2
2017,Nizozemska,moški,25-54,Delež aktivne populacije,91.3
2017,Nizozemska,moški,25-54,Delež celotne populacije,88.4
2017,Avstrija,moški,25-54,Delež aktivne populacije,92.3
2017,Avstrija,moški,25-54,Delež celotne populacije,87.2
2017,Poljska,moški,25-54,Delež aktivne populacije,91.1
2017,Poljska,moški,25-54,Delež celotne populacije,87.3
2017,Portugalska,moški,25-54,Delež aktivne populacije,92.3
2017,Portugalska,moški,25-54,Delež celotne populacije,85.6
2017,Romunija,moški,25-54,Delež aktivne populacije,92.2
2017,Romunija,moški,25-54,Delež celotne populacije,87.6
2017,Slovenija,moški,25-54,Delež aktivne populacije,93.4
2017,Slovenija,moški,25-54,Delež celotne populacije,88.5
2017,Slovaška,moški,25-54,Delež aktivne populacije,93.1
2017,Slovaška,moški,25-54,Delež celotne populacije,86.3
2017,Finska,moški,25-54,Delež aktivne populacije,89.8
2017,Finska,moški,25-54,Delež celotne populacije,83.3
2017,Švedska,moški,25-54,Delež aktivne populacije,93.6
2017,Švedska,moški,25-54,Delež celotne populacije,88.5
