LETO,DRZAVA,SPOL,RAZLOG,INDIKATOR,VREDNOST
2016,Nemčija,moški,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,0.4
2016,Nemčija,moški,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,3.3
2016,Nemčija,moški,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,3.3
2016,Nemčija,moški,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,29.7
2016,Nemčija,moški,Poskusna doba,Delež vseh zaposlenih,1.8
2016,Nemčija,moški,Poskusna doba,Delež zaposlenih za nedoločen čas,16.4
2016,Nemčija,moški,Ni odgovora,Delež vseh zaposlenih,3.8
2016,Nemčija,moški,Ni odgovora,Delež zaposlenih za nedoločen čas,34.1
2016,Nemčija,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,2.1
2016,Nemčija,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,18
2016,Nemčija,ženske,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,0.4
2016,Nemčija,ženske,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,3.5
2016,Nemčija,ženske,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,3.3
2016,Nemčija,ženske,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,28.9
2016,Nemčija,ženske,Poskusna doba,Delež vseh zaposlenih,1.8
2016,Nemčija,ženske,Poskusna doba,Delež zaposlenih za nedoločen čas,15.3
2016,Nemčija,ženske,Ni odgovora,Delež vseh zaposlenih,4
2016,Nemčija,ženske,Ni odgovora,Delež zaposlenih za nedoločen čas,34.4
2016,Estonija,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,0.8
2016,Estonija,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,22.2
2016,Estonija,moški,Poskusna doba,Delež vseh zaposlenih,1.4
2016,Estonija,moški,Poskusna doba,Delež zaposlenih za nedoločen čas,39.9
2016,Estonija,moški,Ni odgovora,Delež vseh zaposlenih,1
2016,Estonija,moški,Ni odgovora,Delež zaposlenih za nedoločen čas,28
2016,Estonija,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,0.5
2016,Estonija,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,16.8
2016,Estonija,ženske,Poskusna doba,Delež vseh zaposlenih,1.4
2016,Estonija,ženske,Poskusna doba,Delež zaposlenih za nedoločen čas,47.6
2016,Estonija,ženske,Ni odgovora,Delež vseh zaposlenih,0.5
2016,Estonija,ženske,Ni odgovora,Delež zaposlenih za nedoločen čas,18.2
2016,Irska,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,4.2
2016,Irska,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,57.6
2016,Irska,moški,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,0.9
2016,Irska,moški,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,12.5
2016,Irska,moški,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,0.8
2016,Irska,moški,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,10.9
2016,Irska,moški,Poskusna doba,Delež vseh zaposlenih,0.3
2016,Irska,moški,Poskusna doba,Delež zaposlenih za nedoločen čas,3.6
2016,Irska,moški,Ni odgovora,Delež vseh zaposlenih,1.1
2016,Irska,moški,Ni odgovora,Delež zaposlenih za nedoločen čas,15.4
2016,Irska,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,4.2
2016,Irska,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,52.7
2016,Irska,ženske,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,1.2
2016,Irska,ženske,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,15.2
2016,Irska,ženske,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,0.7
2016,Irska,ženske,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,8.5
2016,Irska,ženske,Poskusna doba,Delež vseh zaposlenih,0.2
2016,Irska,ženske,Poskusna doba,Delež zaposlenih za nedoločen čas,2.9
2016,Irska,ženske,Ni odgovora,Delež vseh zaposlenih,1.7
2016,Irska,ženske,Ni odgovora,Delež zaposlenih za nedoločen čas,20.7
2016,Grčija,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,7.1
2016,Grčija,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,70
2016,Grčija,moški,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,0.2
2016,Grčija,moški,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,2.2
2016,Grčija,moški,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,1.1
2016,Grčija,moški,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,10.5
2016,Grčija,moški,Poskusna doba,Delež vseh zaposlenih,1
2016,Grčija,moški,Poskusna doba,Delež zaposlenih za nedoločen čas,9.6
2016,Grčija,moški,Ni odgovora,Delež vseh zaposlenih,0.8
2016,Grčija,moški,Ni odgovora,Delež zaposlenih za nedoločen čas,7.7
2016,Grčija,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,8.9
2016,Grčija,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,72.6
2016,Grčija,ženske,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,0.4
2016,Grčija,ženske,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,3.1
2016,Grčija,ženske,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,1.2
2016,Grčija,ženske,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,9.5
2016,Grčija,ženske,Poskusna doba,Delež vseh zaposlenih,1.2
2016,Grčija,ženske,Poskusna doba,Delež zaposlenih za nedoločen čas,9.7
2016,Grčija,ženske,Ni odgovora,Delež vseh zaposlenih,0.6
2016,Grčija,ženske,Ni odgovora,Delež zaposlenih za nedoločen čas,5.1
2016,Španija,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,22.7
2016,Španija,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,87.8
2016,Španija,moški,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,0.7
2016,Španija,moški,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,2.7
2016,Španija,moški,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,1.2
2016,Španija,moški,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,4.6
2016,Španija,moški,Poskusna doba,Delež vseh zaposlenih,0.1
2016,Španija,moški,Poskusna doba,Delež zaposlenih za nedoločen čas,0.5
2016,Španija,moški,Ni odgovora,Delež vseh zaposlenih,1.2
2016,Španija,moški,Ni odgovora,Delež zaposlenih za nedoločen čas,4.5
2016,Španija,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,22.8
2016,Španija,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,87.4
2016,Španija,ženske,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,0.6
2016,Španija,ženske,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,2.4
2016,Španija,ženske,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,1.2
2016,Španija,ženske,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,4.7
2016,Španija,ženske,Poskusna doba,Delež vseh zaposlenih,0.2
2016,Španija,ženske,Poskusna doba,Delež zaposlenih za nedoločen čas,0.8
2016,Španija,ženske,Ni odgovora,Delež vseh zaposlenih,1.2
2016,Španija,ženske,Ni odgovora,Delež zaposlenih za nedoločen čas,4.6
2016,Francija,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,8.2
2016,Francija,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,56.3
2016,Francija,moški,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,3.1
2016,Francija,moški,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,21.3
2016,Francija,moški,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,1.5
2016,Francija,moški,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,10.3
2016,Francija,moški,Poskusna doba,Delež vseh zaposlenih,0.5
2016,Francija,moški,Poskusna doba,Delež zaposlenih za nedoločen čas,3.3
2016,Francija,moški,Ni odgovora,Delež vseh zaposlenih,1.3
2016,Francija,moški,Ni odgovora,Delež zaposlenih za nedoločen čas,8.8
2016,Francija,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,10.1
2016,Francija,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,61.6
2016,Francija,ženske,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,2.8
2016,Francija,ženske,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,17.1
2016,Francija,ženske,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,1.4
2016,Francija,ženske,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,8.7
2016,Francija,ženske,Poskusna doba,Delež vseh zaposlenih,0.4
2016,Francija,ženske,Poskusna doba,Delež zaposlenih za nedoločen čas,2.4
2016,Francija,ženske,Ni odgovora,Delež vseh zaposlenih,1.7
2016,Francija,ženske,Ni odgovora,Delež zaposlenih za nedoločen čas,10.2
2016,Hrvaška,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,17.4
2016,Hrvaška,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,83.2
2016,Hrvaška,moški,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,0.9
2016,Hrvaška,moški,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,4.3
2016,Hrvaška,moški,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,1.7
2016,Hrvaška,moški,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,8.2
2016,Hrvaška,moški,Poskusna doba,Delež vseh zaposlenih,0.9
2016,Hrvaška,moški,Poskusna doba,Delež zaposlenih za nedoločen čas,4.2
2016,Hrvaška,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,17.1
2016,Hrvaška,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,78.6
2016,Hrvaška,ženske,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,1.4
2016,Hrvaška,ženske,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,6.3
2016,Hrvaška,ženske,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,2.3
2016,Hrvaška,ženske,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,10.5
2016,Hrvaška,ženske,Poskusna doba,Delež vseh zaposlenih,0.9
2016,Hrvaška,ženske,Poskusna doba,Delež zaposlenih za nedoločen čas,4.1
2016,Italija,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,9.4
2016,Italija,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,70.9
2016,Italija,moški,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,0.3
2016,Italija,moški,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,1.9
2016,Italija,moški,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,2.2
2016,Italija,moški,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,17
2016,Italija,moški,Poskusna doba,Delež vseh zaposlenih,1.3
2016,Italija,moški,Poskusna doba,Delež zaposlenih za nedoločen čas,9.8
2016,Italija,moški,Ni odgovora,Delež vseh zaposlenih,0.1
2016,Italija,moški,Ni odgovora,Delež zaposlenih za nedoločen čas,0.5
2016,Italija,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,11
2016,Italija,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,76
2016,Italija,ženske,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,0.4
2016,Italija,ženske,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,2.5
2016,Italija,ženske,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,1.9
2016,Italija,ženske,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,13.4
2016,Italija,ženske,Poskusna doba,Delež vseh zaposlenih,1.1
2016,Italija,ženske,Poskusna doba,Delež zaposlenih za nedoločen čas,7.7
2016,Italija,ženske,Ni odgovora,Delež vseh zaposlenih,0.1
2016,Italija,ženske,Ni odgovora,Delež zaposlenih za nedoločen čas,0.4
2016,Ciper,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,10.7
2016,Ciper,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,91.9
2016,Ciper,moški,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,0.4
2016,Ciper,moški,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,3.2
2016,Ciper,moški,Poskusna doba,Delež vseh zaposlenih,0.3
2016,Ciper,moški,Poskusna doba,Delež zaposlenih za nedoločen čas,2.9
2016,Ciper,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,19.7
2016,Ciper,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,93
2016,Ciper,ženske,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,0.3
2016,Ciper,ženske,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,1.6
2016,Ciper,ženske,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,0.5
2016,Ciper,ženske,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,2.4
2016,Ciper,ženske,Poskusna doba,Delež vseh zaposlenih,0.6
2016,Ciper,ženske,Poskusna doba,Delež zaposlenih za nedoločen čas,3
2016,Latvija,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,2.3
2016,Latvija,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,51.3
2016,Latvija,moški,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,1
2016,Latvija,moški,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,21.7
2016,Latvija,moški,Poskusna doba,Delež vseh zaposlenih,0.9
2016,Latvija,moški,Poskusna doba,Delež zaposlenih za nedoločen čas,21
2016,Latvija,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,1.5
2016,Latvija,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,54.8
2016,Latvija,ženske,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,0.4
2016,Latvija,ženske,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,13.6
2016,Latvija,ženske,Poskusna doba,Delež vseh zaposlenih,0.8
2016,Latvija,ženske,Poskusna doba,Delež zaposlenih za nedoločen čas,27.7
2016,Litva,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,1.5
2016,Litva,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,74
2016,Litva,moški,Poskusna doba,Delež vseh zaposlenih,0.3
2016,Litva,moški,Poskusna doba,Delež zaposlenih za nedoločen čas,14.1
2016,Litva,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,0.9
2016,Litva,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,57.9
2016,Litva,ženske,Poskusna doba,Delež vseh zaposlenih,0.4
2016,Litva,ženske,Poskusna doba,Delež zaposlenih za nedoločen čas,24.8
2016,Luksemburg,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,3.2
2016,Luksemburg,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,40.3
2016,Luksemburg,moški,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,1.1
2016,Luksemburg,moški,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,14.3
2016,Luksemburg,moški,Poskusna doba,Delež vseh zaposlenih,1.4
2016,Luksemburg,moški,Poskusna doba,Delež zaposlenih za nedoločen čas,17.9
2016,Luksemburg,moški,Ni odgovora,Delež vseh zaposlenih,1.8
2016,Luksemburg,moški,Ni odgovora,Delež zaposlenih za nedoločen čas,22.5
2016,Luksemburg,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,4.7
2016,Luksemburg,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,56
2016,Luksemburg,ženske,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,1.4
2016,Luksemburg,ženske,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,16.3
2016,Luksemburg,ženske,Poskusna doba,Delež vseh zaposlenih,0.8
2016,Luksemburg,ženske,Poskusna doba,Delež zaposlenih za nedoločen čas,9
2016,Luksemburg,ženske,Ni odgovora,Delež vseh zaposlenih,1.2
2016,Luksemburg,ženske,Ni odgovora,Delež zaposlenih za nedoločen čas,14.7
2016,Madžarska,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,7.3
2016,Madžarska,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,79.9
2016,Madžarska,moški,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,0.9
2016,Madžarska,moški,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,9.6
2016,Madžarska,moški,Poskusna doba,Delež vseh zaposlenih,0.9
2016,Madžarska,moški,Poskusna doba,Delež zaposlenih za nedoločen čas,9.9
2016,Madžarska,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,8.1
2016,Madžarska,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,81.4
2016,Madžarska,ženske,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,0.9
2016,Madžarska,ženske,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,8.8
2016,Madžarska,ženske,Poskusna doba,Delež vseh zaposlenih,0.9
2016,Madžarska,ženske,Poskusna doba,Delež zaposlenih za nedoločen čas,9.2
2016,Malta,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,3.3
2016,Malta,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,53.6
2016,Malta,moški,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,0.8
2016,Malta,moški,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,12.7
2016,Malta,moški,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,0.4
2016,Malta,moški,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,7.1
2016,Malta,moški,Poskusna doba,Delež vseh zaposlenih,1.6
2016,Malta,moški,Poskusna doba,Delež zaposlenih za nedoločen čas,26.6
2016,Malta,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,3.5
2016,Malta,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,42.9
2016,Malta,ženske,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,1.7
2016,Malta,ženske,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,21.3
2016,Malta,ženske,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,0.9
2016,Malta,ženske,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,11
2016,Malta,ženske,Poskusna doba,Delež vseh zaposlenih,2
2016,Malta,ženske,Poskusna doba,Delež zaposlenih za nedoločen čas,24.8
2016,Nizozemska,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,7.3
2016,Nizozemska,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,44.8
2016,Nizozemska,moški,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,1.7
2016,Nizozemska,moški,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,10.2
2016,Nizozemska,moški,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,0.3
2016,Nizozemska,moški,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,1.7
2016,Nizozemska,moški,Poskusna doba,Delež vseh zaposlenih,4.8
2016,Nizozemska,moški,Poskusna doba,Delež zaposlenih za nedoločen čas,29.6
2016,Nizozemska,moški,Ni odgovora,Delež vseh zaposlenih,2.2
2016,Nizozemska,moški,Ni odgovora,Delež zaposlenih za nedoločen čas,13.7
2016,Nizozemska,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,7.8
2016,Nizozemska,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,42
2016,Nizozemska,ženske,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,1.8
2016,Nizozemska,ženske,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,9.4
2016,Nizozemska,ženske,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,0.3
2016,Nizozemska,ženske,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,1.9
2016,Nizozemska,ženske,Poskusna doba,Delež vseh zaposlenih,5
2016,Nizozemska,ženske,Poskusna doba,Delež zaposlenih za nedoločen čas,26.7
2016,Nizozemska,ženske,Ni odgovora,Delež vseh zaposlenih,3.7
2016,Nizozemska,ženske,Ni odgovora,Delež zaposlenih za nedoločen čas,20
2016,Avstrija,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,0.7
2016,Avstrija,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,12.3
2016,Avstrija,moški,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,2.8
2016,Avstrija,moški,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,49.2
2016,Avstrija,moški,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,1.3
2016,Avstrija,moški,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,23.7
2016,Avstrija,moški,Poskusna doba,Delež vseh zaposlenih,0.8
2016,Avstrija,moški,Poskusna doba,Delež zaposlenih za nedoločen čas,14.8
2016,Avstrija,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,1
2016,Avstrija,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,14
2016,Avstrija,ženske,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,3.1
2016,Avstrija,ženske,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,44.1
2016,Avstrija,ženske,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,1.7
2016,Avstrija,ženske,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,24.6
2016,Avstrija,ženske,Poskusna doba,Delež vseh zaposlenih,1.2
2016,Avstrija,ženske,Poskusna doba,Delež zaposlenih za nedoločen čas,17.3
2016,Poljska,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,17.2
2016,Poljska,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,63.8
2016,Poljska,moški,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,4.8
2016,Poljska,moški,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,17.7
2016,Poljska,moški,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,2.1
2016,Poljska,moški,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,7.7
2016,Poljska,moški,Poskusna doba,Delež vseh zaposlenih,2.9
2016,Poljska,moški,Poskusna doba,Delež zaposlenih za nedoločen čas,10.9
2016,Poljska,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,17.1
2016,Poljska,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,62.7
2016,Poljska,ženske,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,4.8
2016,Poljska,ženske,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,17.6
2016,Poljska,ženske,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,2.7
2016,Poljska,ženske,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,9.9
2016,Poljska,ženske,Poskusna doba,Delež vseh zaposlenih,2.7
2016,Poljska,ženske,Poskusna doba,Delež zaposlenih za nedoločen čas,9.8
2016,Portugalska,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,18.6
2016,Portugalska,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,84.9
2016,Portugalska,moški,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,0.9
2016,Portugalska,moški,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,4
2016,Portugalska,moški,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,1.1
2016,Portugalska,moški,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,4.9
2016,Portugalska,moški,Poskusna doba,Delež vseh zaposlenih,1.4
2016,Portugalska,moški,Poskusna doba,Delež zaposlenih za nedoločen čas,6.2
2016,Portugalska,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,18.7
2016,Portugalska,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,86
2016,Portugalska,ženske,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,0.8
2016,Portugalska,ženske,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,3.7
2016,Portugalska,ženske,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,1.1
2016,Portugalska,ženske,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,5.1
2016,Portugalska,ženske,Poskusna doba,Delež vseh zaposlenih,1.1
2016,Portugalska,ženske,Poskusna doba,Delež zaposlenih za nedoločen čas,5.2
2016,Romunija,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,1.3
2016,Romunija,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,78
2016,Romunija,moški,Poskusna doba,Delež vseh zaposlenih,0.3
2016,Romunija,moški,Poskusna doba,Delež zaposlenih za nedoločen čas,16.8
2016,Romunija,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,0.7
2016,Romunija,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,74.4
2016,Slovenija,moški,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,9.5
2016,Slovenija,moški,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,62.4
2016,Slovenija,moški,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,4.4
2016,Slovenija,moški,Ni hotel službe za nedoločen čas,Delež zaposlenih za nedoločen čas,29.1
2016,Slovenija,moški,Izobraževanje ali usposabljanje,Delež vseh zaposlenih,0.3
2016,Slovenija,moški,Izobraževanje ali usposabljanje,Delež zaposlenih za nedoločen čas,2
2016,Slovenija,moški,Poskusna doba,Delež vseh zaposlenih,1
2016,Slovenija,moški,Poskusna doba,Delež zaposlenih za nedoločen čas,6.5
2016,Slovenija,ženske,Ni mogel najti službe za nedoločen čas,Delež vseh zaposlenih,9.8
2016,Slovenija,ženske,Ni mogel najti službe za nedoločen čas,Delež zaposlenih za nedoločen čas,56.1
2016,Slovenija,ženske,Ni hotel službe za nedoločen čas,Delež vseh zaposlenih,6.3
