"SEX,""AGE"",""GEO"",""TIME"",""ISCED11"",""UNIT"",""Value"""
"Females,""From 15 to 64 years"",""Denmark"",""2014"",""Tertiary education (levels 5-8)"",""Percentage"",""82.3"""
"Females,""From 15 to 64 years"",""Denmark"",""2014"",""No response"",""Percentage"",""47.4"""
"Females,""From 15 to 64 years"",""Denmark"",""2015"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""45.4"""
"Females,""From 15 to 64 years"",""Denmark"",""2015"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""73.2"""
"Females,""From 15 to 64 years"",""Denmark"",""2015"",""Tertiary education (levels 5-8)"",""Percentage"",""82.8"""
"Females,""From 15 to 64 years"",""Denmark"",""2015"",""No response"",""Percentage"",""37.0"""
"Females,""From 15 to 64 years"",""Denmark"",""2016"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""47.7"""
"Females,""From 15 to 64 years"",""Denmark"",""2016"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""74.1"""
"Females,""From 15 to 64 years"",""Denmark"",""2016"",""Tertiary education (levels 5-8)"",""Percentage"",""82.7"""
"Females,""From 15 to 64 years"",""Denmark"",""2016"",""No response"",""Percentage"",""46.7"""
"Females,""From 15 to 64 years"",""Denmark"",""2017"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""46.6"""
"Females,""From 15 to 64 years"",""Denmark"",""2017"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""75.1"""
"Females,""From 15 to 64 years"",""Denmark"",""2017"",""Tertiary education (levels 5-8)"",""Percentage"",""83.3"""
"Females,""From 15 to 64 years"",""Denmark"",""2017"",""No response"",""Percentage"",""48.2"""
"Females,""From 15 to 64 years"",""Denmark"",""2018"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""47.4"""
"Females,""From 15 to 64 years"",""Denmark"",""2018"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""75.8"""
"Females,""From 15 to 64 years"",""Denmark"",""2018"",""Tertiary education (levels 5-8)"",""Percentage"",""83.4"""
"Females,""From 15 to 64 years"",""Denmark"",""2018"",""No response"",""Percentage"",""44.1"""
"Females,""From 15 to 64 years"",""Denmark"",""2019"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""46.6"""
"Females,""From 15 to 64 years"",""Denmark"",""2019"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""76.0"""
"Females,""From 15 to 64 years"",""Denmark"",""2019"",""Tertiary education (levels 5-8)"",""Percentage"",""85.0"""
"Females,""From 15 to 64 years"",""Denmark"",""2019"",""No response"",""Percentage"",""48.5"""
"Females,""From 15 to 64 years"",""Germany (until 1990 former territory of the FRG)"",""2011"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""46.5"""
"Females,""From 15 to 64 years"",""Germany (until 1990 former territory of the FRG)"",""2011"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""71.9"""
"Females,""From 15 to 64 years"",""Germany (until 1990 former territory of the FRG)"",""2011"",""Tertiary education (levels 5-8)"",""Percentage"",""84.0"""
"Females,""From 15 to 64 years"",""Germany (until 1990 former territory of the FRG)"",""2011"",""No response"",""Percentage"",""7.4"""
"Females,""From 15 to 64 years"",""Germany (until 1990 former territory of the FRG)"",""2012"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""46.5"""
"Females,""From 15 to 64 years"",""Germany (until 1990 former territory of the FRG)"",""2012"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""72.3"""
"Females,""From 15 to 64 years"",""Germany (until 1990 former territory of the FRG)"",""2012"",""Tertiary education (levels 5-8)"",""Percentage"",""83.7"""
"Females,""From 15 to 64 years"",""Germany (until 1990 former territory of the FRG)"",""2012"",""No response"",""Percentage"",""7.2"""
"Females,""From 15 to 64 years"",""Germany (until 1990 former territory of the FRG)"",""2013"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""47.2"""
"Females,""From 15 to 64 years"",""Germany (until 1990 former territory of the FRG)"",""2013"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""73.3"""
"Females,""From 15 to 64 years"",""Germany (until 1990 former territory of the FRG)"",""2013"",""Tertiary education (levels 5-8)"",""Percentage"",""83.8"""
"Females,""From 15 to 64 years"",""Germany (until 1990 former territory of the FRG)"",""2013"",""No response"",""Percentage"",""7.2"""
"Females,""From 15 to 64 years"",""Germany (until 1990 former territory of the FRG)"",""2014"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""41.4"""
"Females,""From 15 to 64 years"",""Germany (until 1990 former territory of the FRG)"",""2014"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""74.5"""
"Females,""From 15 to 64 years"",""Germany (until 1990 former territory of the FRG)"",""2014"",""Tertiary education (levels 5-8)"",""Percentage"",""83.6"""
"Females,""From 15 to 64 years"",""Germany (until 1990 former territory of the FRG)"",""2014"",""No response"",""Percentage"",""62.7"""
"Females,""From 15 to 64 years"",""Germany (until 1990 former territory of the FRG)"",""2015"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""41.6"""
"Females,""From 15 to 64 years"",""Germany (until 1990 former territory of the FRG)"",""2015"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""75.0"""
"Females,""From 15 to 64 years"",""Germany (until 1990 former territory of the FRG)"",""2015"",""Tertiary education (levels 5-8)"",""Percentage"",""83.8"""
"Females,""From 15 to 64 years"",""Germany (until 1990 former territory of the FRG)"",""2015"",""No response"",""Percentage"",""51.9"""
"Females,""From 15 to 64 years"",""Germany (until 1990 former territory of the FRG)"",""2016"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""42.1"""
"Females,""From 15 to 64 years"",""Germany (until 1990 former territory of the FRG)"",""2016"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""76.1"""
"Females,""From 15 to 64 years"",""Germany (until 1990 former territory of the FRG)"",""2016"",""Tertiary education (levels 5-8)"",""Percentage"",""84.2"""
"Females,""From 15 to 64 years"",""Germany (until 1990 former territory of the FRG)"",""2016"",""No response"",""Percentage"",""42.2"""
"Females,""From 15 to 64 years"",""Germany (until 1990 former territory of the FRG)"",""2017"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""42.9"""
"Females,""From 15 to 64 years"",""Germany (until 1990 former territory of the FRG)"",""2017"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""76.7"""
"Females,""From 15 to 64 years"",""Germany (until 1990 former territory of the FRG)"",""2017"",""Tertiary education (levels 5-8)"",""Percentage"",""84.3"""
"Females,""From 15 to 64 years"",""Germany (until 1990 former territory of the FRG)"",""2017"",""No response"",""Percentage"",""44.8"""
"Females,""From 15 to 64 years"",""Germany (until 1990 former territory of the FRG)"",""2018"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""43.0"""
"Females,""From 15 to 64 years"",""Germany (until 1990 former territory of the FRG)"",""2018"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""77.3"""
"Females,""From 15 to 64 years"",""Germany (until 1990 former territory of the FRG)"",""2018"",""Tertiary education (levels 5-8)"",""Percentage"",""84.7"""
"Females,""From 15 to 64 years"",""Germany (until 1990 former territory of the FRG)"",""2018"",""No response"",""Percentage"",""38.2"""
"Females,""From 15 to 64 years"",""Germany (until 1990 former territory of the FRG)"",""2019"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""43.5"""
"Females,""From 15 to 64 years"",""Germany (until 1990 former territory of the FRG)"",""2019"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""78.0"""
"Females,""From 15 to 64 years"",""Germany (until 1990 former territory of the FRG)"",""2019"",""Tertiary education (levels 5-8)"",""Percentage"",""85.3"""
"Females,""From 15 to 64 years"",""Germany (until 1990 former territory of the FRG)"",""2019"",""No response"",""Percentage"",""42.1"""
"Females,""From 15 to 64 years"",""Estonia"",""2011"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""24.5"""
"Females,""From 15 to 64 years"",""Estonia"",""2011"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""64.1"""
"Females,""From 15 to 64 years"",""Estonia"",""2011"",""Tertiary education (levels 5-8)"",""Percentage"",""76.3"""
"Females,""From 15 to 64 years"",""Estonia"",""2011"",""No response"",""Percentage"","":"""
"Females,""From 15 to 64 years"",""Estonia"",""2012"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""25.0"""
"Females,""From 15 to 64 years"",""Estonia"",""2012"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""64.1"""
"Females,""From 15 to 64 years"",""Estonia"",""2012"",""Tertiary education (levels 5-8)"",""Percentage"",""79.1"""
"Females,""From 15 to 64 years"",""Estonia"",""2012"",""No response"",""Percentage"","":"""
"Females,""From 15 to 64 years"",""Estonia"",""2013"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""27.2"""
"Females,""From 15 to 64 years"",""Estonia"",""2013"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""64.1"""
"Females,""From 15 to 64 years"",""Estonia"",""2013"",""Tertiary education (levels 5-8)"",""Percentage"",""79.7"""
"Females,""From 15 to 64 years"",""Estonia"",""2013"",""No response"",""Percentage"","":"""
"Females,""From 15 to 64 years"",""Estonia"",""2014"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""29.7"""
"Females,""From 15 to 64 years"",""Estonia"",""2014"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""64.5"""
"Females,""From 15 to 64 years"",""Estonia"",""2014"",""Tertiary education (levels 5-8)"",""Percentage"",""80.3"""
"Females,""From 15 to 64 years"",""Estonia"",""2014"",""No response"",""Percentage"","":"""
"Females,""From 15 to 64 years"",""Estonia"",""2015"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""31.4"""
"Females,""From 15 to 64 years"",""Estonia"",""2015"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""67.4"""
"Females,""From 15 to 64 years"",""Estonia"",""2015"",""Tertiary education (levels 5-8)"",""Percentage"",""82.2"""
"Females,""From 15 to 64 years"",""Estonia"",""2015"",""No response"",""Percentage"","":"""
"Females,""From 15 to 64 years"",""Estonia"",""2016"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""32.1"""
"Females,""From 15 to 64 years"",""Estonia"",""2016"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""68.0"""
"Females,""From 15 to 64 years"",""Estonia"",""2016"",""Tertiary education (levels 5-8)"",""Percentage"",""80.4"""
"Females,""From 15 to 64 years"",""Estonia"",""2016"",""No response"",""Percentage"","":"""
"Females,""From 15 to 64 years"",""Estonia"",""2017"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""35.0"""
"Females,""From 15 to 64 years"",""Estonia"",""2017"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""70.4"""
"Females,""From 15 to 64 years"",""Estonia"",""2017"",""Tertiary education (levels 5-8)"",""Percentage"",""82.4"""
"Females,""From 15 to 64 years"",""Estonia"",""2017"",""No response"",""Percentage"","":"""
"Females,""From 15 to 64 years"",""Estonia"",""2018"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""36.8"""
"Females,""From 15 to 64 years"",""Estonia"",""2018"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""71.1"""
"Females,""From 15 to 64 years"",""Estonia"",""2018"",""Tertiary education (levels 5-8)"",""Percentage"",""82.0"""
"Females,""From 15 to 64 years"",""Estonia"",""2018"",""No response"",""Percentage"","":"""
"Females,""From 15 to 64 years"",""Estonia"",""2019"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""33.0"""
"Females,""From 15 to 64 years"",""Estonia"",""2019"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""72.0"""
"Females,""From 15 to 64 years"",""Estonia"",""2019"",""Tertiary education (levels 5-8)"",""Percentage"",""83.0"""
"Females,""From 15 to 64 years"",""Estonia"",""2019"",""No response"",""Percentage"","":"""
"Females,""From 15 to 64 years"",""Ireland"",""2011"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""28.1"""
"Females,""From 15 to 64 years"",""Ireland"",""2011"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""55.0"""
"Females,""From 15 to 64 years"",""Ireland"",""2011"",""Tertiary education (levels 5-8)"",""Percentage"",""77.1"""
"Females,""From 15 to 64 years"",""Ireland"",""2011"",""No response"",""Percentage"",""56.0"""
"Females,""From 15 to 64 years"",""Ireland"",""2012"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""26.6"""
"Females,""From 15 to 64 years"",""Ireland"",""2012"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""55.0"""
"Females,""From 15 to 64 years"",""Ireland"",""2012"",""Tertiary education (levels 5-8)"",""Percentage"",""76.7"""
"Females,""From 15 to 64 years"",""Ireland"",""2012"",""No response"",""Percentage"",""56.1"""
"Females,""From 15 to 64 years"",""Ireland"",""2013"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""26.8"""
"Females,""From 15 to 64 years"",""Ireland"",""2013"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""54.9"""
"Females,""From 15 to 64 years"",""Ireland"",""2013"",""Tertiary education (levels 5-8)"",""Percentage"",""76.8"""
"Females,""From 15 to 64 years"",""Ireland"",""2013"",""No response"",""Percentage"",""56.8"""
"Females,""From 15 to 64 years"",""Ireland"",""2014"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""24.0"""
"Females,""From 15 to 64 years"",""Ireland"",""2014"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""56.0"""
"Females,""From 15 to 64 years"",""Ireland"",""2014"",""Tertiary education (levels 5-8)"",""Percentage"",""77.0"""
"Females,""From 15 to 64 years"",""Ireland"",""2014"",""No response"",""Percentage"",""60.8"""
"Females,""From 15 to 64 years"",""Ireland"",""2015"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""25.0"""
"Females,""From 15 to 64 years"",""Ireland"",""2015"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""56.6"""
"Females,""From 15 to 64 years"",""Ireland"",""2015"",""Tertiary education (levels 5-8)"",""Percentage"",""78.3"""
"Females,""From 15 to 64 years"",""Ireland"",""2015"",""No response"",""Percentage"",""62.6"""
"Females,""From 15 to 64 years"",""Ireland"",""2016"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""25.9"""
"Females,""From 15 to 64 years"",""Ireland"",""2016"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""59.4"""
"Females,""From 15 to 64 years"",""Ireland"",""2016"",""Tertiary education (levels 5-8)"",""Percentage"",""79.1"""
"Females,""From 15 to 64 years"",""Ireland"",""2016"",""No response"",""Percentage"",""59.3"""
"Females,""From 15 to 64 years"",""Ireland"",""2017"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""25.6"""
"Females,""From 15 to 64 years"",""Ireland"",""2017"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""59.7"""
"Females,""From 15 to 64 years"",""Ireland"",""2017"",""Tertiary education (levels 5-8)"",""Percentage"",""80.7"""
"Females,""From 15 to 64 years"",""Ireland"",""2017"",""No response"",""Percentage"",""62.7"""
"Females,""From 15 to 64 years"",""Ireland"",""2018"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""25.0"""
"Females,""From 15 to 64 years"",""Ireland"",""2018"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""61.6"""
"Females,""From 15 to 64 years"",""Ireland"",""2018"",""Tertiary education (levels 5-8)"",""Percentage"",""81.1"""
"Females,""From 15 to 64 years"",""Ireland"",""2018"",""No response"",""Percentage"",""63.4"""
"Females,""From 15 to 64 years"",""Ireland"",""2019"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""27.1"""
"Females,""From 15 to 64 years"",""Ireland"",""2019"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""62.4"""
"Females,""From 15 to 64 years"",""Ireland"",""2019"",""Tertiary education (levels 5-8)"",""Percentage"",""81.5"""
"Females,""From 15 to 64 years"",""Ireland"",""2019"",""No response"",""Percentage"",""63.1"""
"Females,""From 15 to 64 years"",""Greece"",""2011"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""31.6"""
"Females,""From 15 to 64 years"",""Greece"",""2011"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""43.3"""
"Females,""From 15 to 64 years"",""Greece"",""2011"",""Tertiary education (levels 5-8)"",""Percentage"",""68.8"""
"Females,""From 15 to 64 years"",""Greece"",""2011"",""No response"",""Percentage"","":"""
"Females,""From 15 to 64 years"",""Greece"",""2012"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""28.5"""
"Females,""From 15 to 64 years"",""Greece"",""2012"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""39.4"""
"Females,""From 15 to 64 years"",""Greece"",""2012"",""Tertiary education (levels 5-8)"",""Percentage"",""65.2"""
"Females,""From 15 to 64 years"",""Greece"",""2012"",""No response"",""Percentage"","":"""
"Females,""From 15 to 64 years"",""Greece"",""2013"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""27.7"""
"Females,""From 15 to 64 years"",""Greece"",""2013"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""36.4"""
"Females,""From 15 to 64 years"",""Greece"",""2013"",""Tertiary education (levels 5-8)"",""Percentage"",""62.6"""
"Females,""From 15 to 64 years"",""Greece"",""2013"",""No response"",""Percentage"","":"""
"Females,""From 15 to 64 years"",""Greece"",""2014"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""28.3"""
"Females,""From 15 to 64 years"",""Greece"",""2014"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""37.3"""
"Females,""From 15 to 64 years"",""Greece"",""2014"",""Tertiary education (levels 5-8)"",""Percentage"",""63.6"""
"Females,""From 15 to 64 years"",""Greece"",""2014"",""No response"",""Percentage"","":"""
"Females,""From 15 to 64 years"",""Greece"",""2015"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""28.6"""
"Females,""From 15 to 64 years"",""Greece"",""2015"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""39.0"""
"Females,""From 15 to 64 years"",""Greece"",""2015"",""Tertiary education (levels 5-8)"",""Percentage"",""63.7"""
"Females,""From 15 to 64 years"",""Greece"",""2015"",""No response"",""Percentage"","":"""
"Females,""From 15 to 64 years"",""Greece"",""2016"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""28.0"""
"Females,""From 15 to 64 years"",""Greece"",""2016"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""39.9"""
"Females,""From 15 to 64 years"",""Greece"",""2016"",""Tertiary education (levels 5-8)"",""Percentage"",""64.3"""
"Females,""From 15 to 64 years"",""Greece"",""2016"",""No response"",""Percentage"","":"""
"Females,""From 15 to 64 years"",""Greece"",""2017"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""28.1"""
"Females,""From 15 to 64 years"",""Greece"",""2017"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""41.1"""
"Females,""From 15 to 64 years"",""Greece"",""2017"",""Tertiary education (levels 5-8)"",""Percentage"",""65.2"""
"Females,""From 15 to 64 years"",""Greece"",""2017"",""No response"",""Percentage"","":"""
"Females,""From 15 to 64 years"",""Greece"",""2018"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""27.9"""
"Females,""From 15 to 64 years"",""Greece"",""2018"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""41.8"""
"Females,""From 15 to 64 years"",""Greece"",""2018"",""Tertiary education (levels 5-8)"",""Percentage"",""67.0"""
"Females,""From 15 to 64 years"",""Greece"",""2018"",""No response"",""Percentage"","":"""
"Females,""From 15 to 64 years"",""Greece"",""2019"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""28.2"""
"Females,""From 15 to 64 years"",""Greece"",""2019"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""43.8"""
"Females,""From 15 to 64 years"",""Greece"",""2019"",""Tertiary education (levels 5-8)"",""Percentage"",""69.3"""
"Females,""From 15 to 64 years"",""Greece"",""2019"",""No response"",""Percentage"","":"""
"Females,""From 15 to 64 years"",""Spain"",""2011"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""38.8"""
"Females,""From 15 to 64 years"",""Spain"",""2011"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""53.6"""
"Females,""From 15 to 64 years"",""Spain"",""2011"",""Tertiary education (levels 5-8)"",""Percentage"",""73.9"""
"Females,""From 15 to 64 years"",""Spain"",""2011"",""No response"",""Percentage"","":"""
"Females,""From 15 to 64 years"",""Spain"",""2012"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""37.0"""
"Females,""From 15 to 64 years"",""Spain"",""2012"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""52.5"""
"Females,""From 15 to 64 years"",""Spain"",""2012"",""Tertiary education (levels 5-8)"",""Percentage"",""72.0"""
"Females,""From 15 to 64 years"",""Spain"",""2012"",""No response"",""Percentage"","":"""
"Females,""From 15 to 64 years"",""Spain"",""2013"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""36.1"""
"Females,""From 15 to 64 years"",""Spain"",""2013"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""50.7"""
"Females,""From 15 to 64 years"",""Spain"",""2013"",""Tertiary education (levels 5-8)"",""Percentage"",""71.0"""
"Females,""From 15 to 64 years"",""Spain"",""2013"",""No response"",""Percentage"","":"""
"Females,""From 15 to 64 years"",""Spain"",""2014"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""36.5"""
"Females,""From 15 to 64 years"",""Spain"",""2014"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""50.9"""
"Females,""From 15 to 64 years"",""Spain"",""2014"",""Tertiary education (levels 5-8)"",""Percentage"",""72.1"""
"Females,""From 15 to 64 years"",""Spain"",""2014"",""No response"",""Percentage"","":"""
"Females,""From 15 to 64 years"",""Spain"",""2015"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""37.7"""
"Females,""From 15 to 64 years"",""Spain"",""2015"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""51.7"""
"Females,""From 15 to 64 years"",""Spain"",""2015"",""Tertiary education (levels 5-8)"",""Percentage"",""73.4"""
"Females,""From 15 to 64 years"",""Spain"",""2015"",""No response"",""Percentage"","":"""
"Females,""From 15 to 64 years"",""Spain"",""2016"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""38.9"""
"Females,""From 15 to 64 years"",""Spain"",""2016"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""52.9"""
"Females,""From 15 to 64 years"",""Spain"",""2016"",""Tertiary education (levels 5-8)"",""Percentage"",""74.8"""
"Females,""From 15 to 64 years"",""Spain"",""2016"",""No response"",""Percentage"","":"""
"Females,""From 15 to 64 years"",""Spain"",""2017"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""40.1"""
"Females,""From 15 to 64 years"",""Spain"",""2017"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""54.1"""
"Females,""From 15 to 64 years"",""Spain"",""2017"",""Tertiary education (levels 5-8)"",""Percentage"",""76.1"""
"Females,""From 15 to 64 years"",""Spain"",""2017"",""No response"",""Percentage"","":"""
"Females,""From 15 to 64 years"",""Spain"",""2018"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""41.3"""
"Females,""From 15 to 64 years"",""Spain"",""2018"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""54.9"""
"Females,""From 15 to 64 years"",""Spain"",""2018"",""Tertiary education (levels 5-8)"",""Percentage"",""76.7"""
"Females,""From 15 to 64 years"",""Spain"",""2018"",""No response"",""Percentage"","":"""
"Females,""From 15 to 64 years"",""Spain"",""2019"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""42.3"""
"Females,""From 15 to 64 years"",""Spain"",""2019"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""54.9"""
"Females,""From 15 to 64 years"",""Spain"",""2019"",""Tertiary education (levels 5-8)"",""Percentage"",""77.3"""
"Females,""From 15 to 64 years"",""Spain"",""2019"",""No response"",""Percentage"","":"""
"Females,""From 15 to 64 years"",""France"",""2011"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""40.3"""
"Females,""From 15 to 64 years"",""France"",""2011"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""62.3"""
"Females,""From 15 to 64 years"",""France"",""2011"",""Tertiary education (levels 5-8)"",""Percentage"",""77.8"""
"Females,""From 15 to 64 years"",""France"",""2011"",""No response"",""Percentage"","":"""
"Females,""From 15 to 64 years"",""France"",""2012"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""39.6"""
"Females,""From 15 to 64 years"",""France"",""2012"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""62.2"""
"Females,""From 15 to 64 years"",""France"",""2012"",""Tertiary education (levels 5-8)"",""Percentage"",""78.3"""
"Females,""From 15 to 64 years"",""France"",""2012"",""No response"",""Percentage"","":"""
"Females,""From 15 to 64 years"",""France"",""2013"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""37.8"""
"Females,""From 15 to 64 years"",""France"",""2013"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""62.2"""
"Females,""From 15 to 64 years"",""France"",""2013"",""Tertiary education (levels 5-8)"",""Percentage"",""78.8"""
"Females,""From 15 to 64 years"",""France"",""2013"",""No response"",""Percentage"",""50.0"""
"Females,""From 15 to 64 years"",""France"",""2014"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""36.8"""
"Females,""From 15 to 64 years"",""France"",""2014"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""61.4"""
"Females,""From 15 to 64 years"",""France"",""2014"",""Tertiary education (levels 5-8)"",""Percentage"",""78.9"""
"Females,""From 15 to 64 years"",""France"",""2014"",""No response"",""Percentage"",""51.4"""
"Females,""From 15 to 64 years"",""France"",""2015"",""Less than primary, primary and lower secondary education (levels 0-2)"",""Percentage"",""35.5"""
"Females,""From 15 to 64 years"",""France"",""2015"",""Upper secondary and post-secondary non-tertiary education (levels 3 and 4)"",""Percentage"",""61.8"""
