"AGE,""SEX"",""TIME"",""GEO"",""UNIT"",""INDIC_EM"",""Value"""
"From 15 to 64 years,""Females"",""2016"",""Latvia"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""67.6"""
"From 15 to 64 years,""Females"",""2016"",""Lithuania"",""Percentage of total population"",""Active population"",""73.9"""
"From 15 to 64 years,""Females"",""2016"",""Lithuania"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""68.8"""
"From 15 to 64 years,""Females"",""2016"",""Luxembourg"",""Percentage of total population"",""Active population"",""64.7"""
"From 15 to 64 years,""Females"",""2016"",""Luxembourg"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""60.4"""
"From 15 to 64 years,""Females"",""2016"",""Hungary"",""Percentage of total population"",""Active population"",""63.5"""
"From 15 to 64 years,""Females"",""2016"",""Hungary"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""60.2"""
"From 15 to 64 years,""Females"",""2016"",""Malta"",""Percentage of total population"",""Active population"",""58.0"""
"From 15 to 64 years,""Females"",""2016"",""Malta"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""55.0"""
"From 15 to 64 years,""Females"",""2016"",""Netherlands"",""Percentage of total population"",""Active population"",""75.0"""
"From 15 to 64 years,""Females"",""2016"",""Netherlands"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""70.1"""
"From 15 to 64 years,""Females"",""2016"",""Austria"",""Percentage of total population"",""Active population"",""71.7"""
"From 15 to 64 years,""Females"",""2016"",""Austria"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""67.7"""
"From 15 to 64 years,""Females"",""2016"",""Poland"",""Percentage of total population"",""Active population"",""62.0"""
"From 15 to 64 years,""Females"",""2016"",""Poland"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""58.1"""
"From 15 to 64 years,""Females"",""2016"",""Portugal"",""Percentage of total population"",""Active population"",""70.5"""
"From 15 to 64 years,""Females"",""2016"",""Portugal"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""62.4"""
"From 15 to 64 years,""Females"",""2016"",""Romania"",""Percentage of total population"",""Active population"",""56.2"""
"From 15 to 64 years,""Females"",""2016"",""Romania"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""53.3"""
"From 15 to 64 years,""Females"",""2016"",""Slovenia"",""Percentage of total population"",""Active population"",""68.6"""
"From 15 to 64 years,""Females"",""2016"",""Slovenia"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""62.6"""
"From 15 to 64 years,""Females"",""2016"",""Slovakia"",""Percentage of total population"",""Active population"",""65.4"""
"From 15 to 64 years,""Females"",""2016"",""Slovakia"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""58.3"""
"From 15 to 64 years,""Females"",""2016"",""Finland"",""Percentage of total population"",""Active population"",""74.1"""
"From 15 to 64 years,""Females"",""2016"",""Finland"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""67.6"""
"From 15 to 64 years,""Females"",""2016"",""Sweden"",""Percentage of total population"",""Active population"",""80.2"""
"From 15 to 64 years,""Females"",""2016"",""Sweden"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""74.8"""
"From 15 to 64 years,""Females"",""2016"",""United Kingdom"",""Percentage of total population"",""Active population"",""72.2"""
"From 15 to 64 years,""Females"",""2016"",""United Kingdom"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""68.8"""
"From 15 to 64 years,""Females"",""2017"",""Belgium"",""Percentage of total population"",""Active population"",""63.2"""
"From 15 to 64 years,""Females"",""2017"",""Belgium"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""58.7"""
"From 15 to 64 years,""Females"",""2017"",""Bulgaria"",""Percentage of total population"",""Active population"",""67.1"""
"From 15 to 64 years,""Females"",""2017"",""Bulgaria"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""63.1"""
"From 15 to 64 years,""Females"",""2017"",""Czechia"",""Percentage of total population"",""Active population"",""68.7"""
"From 15 to 64 years,""Females"",""2017"",""Czechia"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""66.2"""
"From 15 to 64 years,""Females"",""2017"",""Denmark"",""Percentage of total population"",""Active population"",""75.1"""
"From 15 to 64 years,""Females"",""2017"",""Denmark"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""70.5"""
"From 15 to 64 years,""Females"",""2017"",""Germany (until 1990 former territory of the FRG)"",""Percentage of total population"",""Active population"",""74.0"""
"From 15 to 64 years,""Females"",""2017"",""Germany (until 1990 former territory of the FRG)"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""71.5"""
"From 15 to 64 years,""Females"",""2017"",""Estonia"",""Percentage of total population"",""Active population"",""75.1"""
"From 15 to 64 years,""Females"",""2017"",""Estonia"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""70.9"""
"From 15 to 64 years,""Females"",""2017"",""Ireland"",""Percentage of total population"",""Active population"",""66.6"""
"From 15 to 64 years,""Females"",""2017"",""Ireland"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""62.4"""
"From 15 to 64 years,""Females"",""2017"",""Greece"",""Percentage of total population"",""Active population"",""60.3"""
"From 15 to 64 years,""Females"",""2017"",""Greece"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""44.4"""
"From 15 to 64 years,""Females"",""2017"",""Spain"",""Percentage of total population"",""Active population"",""68.8"""
"From 15 to 64 years,""Females"",""2017"",""Spain"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""55.7"""
"From 15 to 64 years,""Females"",""2017"",""France"",""Percentage of total population"",""Active population"",""67.6"""
"From 15 to 64 years,""Females"",""2017"",""France"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""61.2"""
"From 15 to 64 years,""Females"",""2017"",""Croatia"",""Percentage of total population"",""Active population"",""61.4"""
"From 15 to 64 years,""Females"",""2017"",""Croatia"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""54.0"""
"From 15 to 64 years,""Females"",""2017"",""Italy"",""Percentage of total population"",""Active population"",""55.9"""
"From 15 to 64 years,""Females"",""2017"",""Italy"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""48.9"""
"From 15 to 64 years,""Females"",""2017"",""Cyprus"",""Percentage of total population"",""Active population"",""69.3"""
"From 15 to 64 years,""Females"",""2017"",""Cyprus"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""61.4"""
"From 15 to 64 years,""Females"",""2017"",""Latvia"",""Percentage of total population"",""Active population"",""74.3"""
"From 15 to 64 years,""Females"",""2017"",""Latvia"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""68.4"""
"From 15 to 64 years,""Females"",""2017"",""Lithuania"",""Percentage of total population"",""Active population"",""74.6"""
"From 15 to 64 years,""Females"",""2017"",""Lithuania"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""70.2"""
"From 15 to 64 years,""Females"",""2017"",""Luxembourg"",""Percentage of total population"",""Active population"",""66.2"""
"From 15 to 64 years,""Females"",""2017"",""Luxembourg"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""62.5"""
"From 15 to 64 years,""Females"",""2017"",""Hungary"",""Percentage of total population"",""Active population"",""64.2"""
"From 15 to 64 years,""Females"",""2017"",""Hungary"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""61.3"""
"From 15 to 64 years,""Females"",""2017"",""Malta"",""Percentage of total population"",""Active population"",""60.2"""
"From 15 to 64 years,""Females"",""2017"",""Malta"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""57.6"""
"From 15 to 64 years,""Females"",""2017"",""Netherlands"",""Percentage of total population"",""Active population"",""75.2"""
"From 15 to 64 years,""Females"",""2017"",""Netherlands"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""71.3"""
"From 15 to 64 years,""Females"",""2017"",""Austria"",""Percentage of total population"",""Active population"",""71.8"""
"From 15 to 64 years,""Females"",""2017"",""Austria"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""68.2"""
"From 15 to 64 years,""Females"",""2017"",""Poland"",""Percentage of total population"",""Active population"",""62.6"""
"From 15 to 64 years,""Females"",""2017"",""Poland"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""59.5"""
"From 15 to 64 years,""Females"",""2017"",""Portugal"",""Percentage of total population"",""Active population"",""71.6"""
"From 15 to 64 years,""Females"",""2017"",""Portugal"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""64.8"""
"From 15 to 64 years,""Females"",""2017"",""Romania"",""Percentage of total population"",""Active population"",""58.2"""
"From 15 to 64 years,""Females"",""2017"",""Romania"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""55.8"""
"From 15 to 64 years,""Females"",""2017"",""Slovenia"",""Percentage of total population"",""Active population"",""71.2"""
"From 15 to 64 years,""Females"",""2017"",""Slovenia"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""65.8"""
"From 15 to 64 years,""Females"",""2017"",""Slovakia"",""Percentage of total population"",""Active population"",""65.9"""
"From 15 to 64 years,""Females"",""2017"",""Slovakia"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""60.3"""
"From 15 to 64 years,""Females"",""2017"",""Finland"",""Percentage of total population"",""Active population"",""74.9"""
"From 15 to 64 years,""Females"",""2017"",""Finland"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""68.5"""
"From 15 to 64 years,""Females"",""2017"",""Sweden"",""Percentage of total population"",""Active population"",""80.7"""
"From 15 to 64 years,""Females"",""2017"",""Sweden"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""75.4"""
"From 15 to 64 years,""Females"",""2017"",""United Kingdom"",""Percentage of total population"",""Active population"",""72.9"""
"From 15 to 64 years,""Females"",""2017"",""United Kingdom"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""69.7"""
"From 15 to 64 years,""Females"",""2018"",""Belgium"",""Percentage of total population"",""Active population"",""64.3"""
"From 15 to 64 years,""Females"",""2018"",""Belgium"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""60.7"""
"From 15 to 64 years,""Females"",""2018"",""Bulgaria"",""Percentage of total population"",""Active population"",""67.0"""
"From 15 to 64 years,""Females"",""2018"",""Bulgaria"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""63.9"""
"From 15 to 64 years,""Females"",""2018"",""Czechia"",""Percentage of total population"",""Active population"",""69.6"""
"From 15 to 64 years,""Females"",""2018"",""Czechia"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""67.6"""
"From 15 to 64 years,""Females"",""2018"",""Denmark"",""Percentage of total population"",""Active population"",""75.3"""
"From 15 to 64 years,""Females"",""2018"",""Denmark"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""71.3"""
"From 15 to 64 years,""Females"",""2018"",""Germany (until 1990 former territory of the FRG)"",""Percentage of total population"",""Active population"",""74.3"""
"From 15 to 64 years,""Females"",""2018"",""Germany (until 1990 former territory of the FRG)"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""72.1"""
"From 15 to 64 years,""Females"",""2018"",""Estonia"",""Percentage of total population"",""Active population"",""75.6"""
"From 15 to 64 years,""Females"",""2018"",""Estonia"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""71.4"""
"From 15 to 64 years,""Females"",""2018"",""Ireland"",""Percentage of total population"",""Active population"",""67.1"""
"From 15 to 64 years,""Females"",""2018"",""Ireland"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""63.3"""
"From 15 to 64 years,""Females"",""2018"",""Greece"",""Percentage of total population"",""Active population"",""59.9"""
"From 15 to 64 years,""Females"",""2018"",""Greece"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""45.3"""
"From 15 to 64 years,""Females"",""2018"",""Spain"",""Percentage of total population"",""Active population"",""68.6"""
"From 15 to 64 years,""Females"",""2018"",""Spain"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""56.9"""
"From 15 to 64 years,""Females"",""2018"",""France"",""Percentage of total population"",""Active population"",""68.1"""
"From 15 to 64 years,""Females"",""2018"",""France"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""61.9"""
"From 15 to 64 years,""Females"",""2018"",""Croatia"",""Percentage of total population"",""Active population"",""61.7"""
"From 15 to 64 years,""Females"",""2018"",""Croatia"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""55.9"""
"From 15 to 64 years,""Females"",""2018"",""Italy"",""Percentage of total population"",""Active population"",""56.2"""
"From 15 to 64 years,""Females"",""2018"",""Italy"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""49.5"""
"From 15 to 64 years,""Females"",""2018"",""Cyprus"",""Percentage of total population"",""Active population"",""70.4"""
"From 15 to 64 years,""Females"",""2018"",""Cyprus"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""64.2"""
"From 15 to 64 years,""Females"",""2018"",""Latvia"",""Percentage of total population"",""Active population"",""75.1"""
"From 15 to 64 years,""Females"",""2018"",""Latvia"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""70.1"""
"From 15 to 64 years,""Females"",""2018"",""Lithuania"",""Percentage of total population"",""Active population"",""75.8"""
"From 15 to 64 years,""Females"",""2018"",""Lithuania"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""71.6"""
"From 15 to 64 years,""Females"",""2018"",""Luxembourg"",""Percentage of total population"",""Active population"",""67.4"""
"From 15 to 64 years,""Females"",""2018"",""Luxembourg"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""63.4"""
"From 15 to 64 years,""Females"",""2018"",""Hungary"",""Percentage of total population"",""Active population"",""64.9"""
"From 15 to 64 years,""Females"",""2018"",""Hungary"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""62.3"""
"From 15 to 64 years,""Females"",""2018"",""Malta"",""Percentage of total population"",""Active population"",""63.8"""
"From 15 to 64 years,""Females"",""2018"",""Malta"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""61.5"""
"From 15 to 64 years,""Females"",""2018"",""Netherlands"",""Percentage of total population"",""Active population"",""75.8"""
"From 15 to 64 years,""Females"",""2018"",""Netherlands"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""72.8"""
"From 15 to 64 years,""Females"",""2018"",""Austria"",""Percentage of total population"",""Active population"",""72.0"""
"From 15 to 64 years,""Females"",""2018"",""Austria"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""68.6"""
"From 15 to 64 years,""Females"",""2018"",""Poland"",""Percentage of total population"",""Active population"",""63.3"""
"From 15 to 64 years,""Females"",""2018"",""Poland"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""60.8"""
"From 15 to 64 years,""Females"",""2018"",""Portugal"",""Percentage of total population"",""Active population"",""72.4"""
"From 15 to 64 years,""Females"",""2018"",""Portugal"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""66.9"""
"From 15 to 64 years,""Females"",""2018"",""Romania"",""Percentage of total population"",""Active population"",""58.3"""
"From 15 to 64 years,""Females"",""2018"",""Romania"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""56.2"""
"From 15 to 64 years,""Females"",""2018"",""Slovenia"",""Percentage of total population"",""Active population"",""71.7"""
"From 15 to 64 years,""Females"",""2018"",""Slovenia"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""67.5"""
"From 15 to 64 years,""Females"",""2018"",""Slovakia"",""Percentage of total population"",""Active population"",""65.9"""
"From 15 to 64 years,""Females"",""2018"",""Slovakia"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""61.2"""
"From 15 to 64 years,""Females"",""2018"",""Finland"",""Percentage of total population"",""Active population"",""76.3"""
"From 15 to 64 years,""Females"",""2018"",""Finland"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""70.6"""
"From 15 to 64 years,""Females"",""2018"",""Sweden"",""Percentage of total population"",""Active population"",""81.0"""
"From 15 to 64 years,""Females"",""2018"",""Sweden"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""75.9"""
"From 15 to 64 years,""Females"",""2018"",""United Kingdom"",""Percentage of total population"",""Active population"",""73.2"""
"From 15 to 64 years,""Females"",""2018"",""United Kingdom"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""70.3"""
"From 15 to 64 years,""Females"",""2019"",""Belgium"",""Percentage of total population"",""Active population"",""64.9"""
"From 15 to 64 years,""Females"",""2019"",""Belgium"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""61.7"""
"From 15 to 64 years,""Females"",""2019"",""Bulgaria"",""Percentage of total population"",""Active population"",""68.7"""
"From 15 to 64 years,""Females"",""2019"",""Bulgaria"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""66.0"""
"From 15 to 64 years,""Females"",""2019"",""Czechia"",""Percentage of total population"",""Active population"",""69.8"""
"From 15 to 64 years,""Females"",""2019"",""Czechia"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""68.1"""
"From 15 to 64 years,""Females"",""2019"",""Denmark"",""Percentage of total population"",""Active population"",""76.1"""
"From 15 to 64 years,""Females"",""2019"",""Denmark"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""72.0"""
"From 15 to 64 years,""Females"",""2019"",""Germany (until 1990 former territory of the FRG)"",""Percentage of total population"",""Active population"",""74.9"""
"From 15 to 64 years,""Females"",""2019"",""Germany (until 1990 former territory of the FRG)"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""72.8"""
"From 15 to 64 years,""Females"",""2019"",""Estonia"",""Percentage of total population"",""Active population"",""75.8"""
"From 15 to 64 years,""Females"",""2019"",""Estonia"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""71.9"""
"From 15 to 64 years,""Females"",""2019"",""Ireland"",""Percentage of total population"",""Active population"",""67.4"""
"From 15 to 64 years,""Females"",""2019"",""Ireland"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""64.2"""
"From 15 to 64 years,""Females"",""2019"",""Greece"",""Percentage of total population"",""Active population"",""60.4"""
"From 15 to 64 years,""Females"",""2019"",""Greece"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""47.3"""
"From 15 to 64 years,""Females"",""2019"",""Spain"",""Percentage of total population"",""Active population"",""69.0"""
"From 15 to 64 years,""Females"",""2019"",""Spain"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""57.9"""
"From 15 to 64 years,""Females"",""2019"",""France"",""Percentage of total population"",""Active population"",""68.2"""
"From 15 to 64 years,""Females"",""2019"",""France"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""62.4"""
"From 15 to 64 years,""Females"",""2019"",""Croatia"",""Percentage of total population"",""Active population"",""61.6"""
"From 15 to 64 years,""Females"",""2019"",""Croatia"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""57.1"""
"From 15 to 64 years,""Females"",""2019"",""Italy"",""Percentage of total population"",""Active population"",""56.5"""
"From 15 to 64 years,""Females"",""2019"",""Italy"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""50.1"""
"From 15 to 64 years,""Females"",""2019"",""Cyprus"",""Percentage of total population"",""Active population"",""71.0"""
"From 15 to 64 years,""Females"",""2019"",""Cyprus"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""65.2"""
"From 15 to 64 years,""Females"",""2019"",""Latvia"",""Percentage of total population"",""Active population"",""75.0"""
"From 15 to 64 years,""Females"",""2019"",""Latvia"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""70.7"""
"From 15 to 64 years,""Females"",""2019"",""Lithuania"",""Percentage of total population"",""Active population"",""76.9"""
"From 15 to 64 years,""Females"",""2019"",""Lithuania"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""72.5"""
"From 15 to 64 years,""Females"",""2019"",""Luxembourg"",""Percentage of total population"",""Active population"",""67.4"""
"From 15 to 64 years,""Females"",""2019"",""Luxembourg"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""63.6"""
"From 15 to 64 years,""Females"",""2019"",""Hungary"",""Percentage of total population"",""Active population"",""65.3"""
"From 15 to 64 years,""Females"",""2019"",""Hungary"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""63.0"""
"From 15 to 64 years,""Females"",""2019"",""Malta"",""Percentage of total population"",""Active population"",""65.5"""
"From 15 to 64 years,""Females"",""2019"",""Malta"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""62.8"""
"From 15 to 64 years,""Females"",""2019"",""Netherlands"",""Percentage of total population"",""Active population"",""76.7"""
"From 15 to 64 years,""Females"",""2019"",""Netherlands"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""74.1"""
"From 15 to 64 years,""Females"",""2019"",""Austria"",""Percentage of total population"",""Active population"",""72.3"""
"From 15 to 64 years,""Females"",""2019"",""Austria"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""69.2"""
"From 15 to 64 years,""Females"",""2019"",""Poland"",""Percentage of total population"",""Active population"",""63.4"""
"From 15 to 64 years,""Females"",""2019"",""Poland"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""61.1"""
"From 15 to 64 years,""Females"",""2019"",""Portugal"",""Percentage of total population"",""Active population"",""72.9"""
"From 15 to 64 years,""Females"",""2019"",""Portugal"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""67.6"""
"From 15 to 64 years,""Females"",""2019"",""Romania"",""Percentage of total population"",""Active population"",""58.9"""
"From 15 to 64 years,""Females"",""2019"",""Romania"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""56.8"""
"From 15 to 64 years,""Females"",""2019"",""Slovenia"",""Percentage of total population"",""Active population"",""72.2"""
"From 15 to 64 years,""Females"",""2019"",""Slovenia"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""68.6"""
"From 15 to 64 years,""Females"",""2019"",""Slovakia"",""Percentage of total population"",""Active population"",""66.4"""
"From 15 to 64 years,""Females"",""2019"",""Slovakia"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""62.4"""
"From 15 to 64 years,""Females"",""2019"",""Finland"",""Percentage of total population"",""Active population"",""76.6"""
"From 15 to 64 years,""Females"",""2019"",""Finland"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""71.8"""
"From 15 to 64 years,""Females"",""2019"",""Sweden"",""Percentage of total population"",""Active population"",""81.2"""
"From 15 to 64 years,""Females"",""2019"",""Sweden"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""75.4"""
"From 15 to 64 years,""Females"",""2019"",""United Kingdom"",""Percentage of total population"",""Active population"",""73.8"""
"From 15 to 64 years,""Females"",""2019"",""United Kingdom"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""71.1"""
"From 25 to 54 years,""Males"",""2005"",""Belgium"",""Percentage of total population"",""Active population"",""92.2"""
"From 25 to 54 years,""Males"",""2005"",""Belgium"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""86.1"""
"From 25 to 54 years,""Males"",""2005"",""Bulgaria"",""Percentage of total population"",""Active population"",""83.3"""
"From 25 to 54 years,""Males"",""2005"",""Bulgaria"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""75.7"""
"From 25 to 54 years,""Males"",""2005"",""Czechia"",""Percentage of total population"",""Active population"",""94.8"""
"From 25 to 54 years,""Males"",""2005"",""Czechia"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""89.8"""
"From 25 to 54 years,""Males"",""2005"",""Denmark"",""Percentage of total population"",""Active population"",""91.7"""
"From 25 to 54 years,""Males"",""2005"",""Denmark"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""88.3"""
"From 25 to 54 years,""Males"",""2005"",""Germany (until 1990 former territory of the FRG)"",""Percentage of total population"",""Active population"",""93.6"""
"From 25 to 54 years,""Males"",""2005"",""Germany (until 1990 former territory of the FRG)"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""83.7"""
"From 25 to 54 years,""Males"",""2005"",""Estonia"",""Percentage of total population"",""Active population"",""88.4"""
"From 25 to 54 years,""Males"",""2005"",""Estonia"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""80.8"""
"From 25 to 54 years,""Males"",""2005"",""Ireland"",""Percentage of total population"",""Active population"",""92.1"""
"From 25 to 54 years,""Males"",""2005"",""Ireland"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""88.6"""
"From 25 to 54 years,""Males"",""2005"",""Greece"",""Percentage of total population"",""Active population"",""94.6"""
"From 25 to 54 years,""Males"",""2005"",""Greece"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""89.5"""
"From 25 to 54 years,""Males"",""2005"",""Spain"",""Percentage of total population"",""Active population"",""92.3"""
"From 25 to 54 years,""Males"",""2005"",""Spain"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""86.8"""
"From 25 to 54 years,""Males"",""2005"",""France"",""Percentage of total population"",""Active population"",""93.6"""
"From 25 to 54 years,""Males"",""2005"",""France"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""87.1"""
"From 25 to 54 years,""Males"",""2005"",""Croatia"",""Percentage of total population"",""Active population"",""85.9"""
"From 25 to 54 years,""Males"",""2005"",""Croatia"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""77.7"""
"From 25 to 54 years,""Males"",""2005"",""Italy"",""Percentage of total population"",""Active population"",""91.3"""
"From 25 to 54 years,""Males"",""2005"",""Italy"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""86.7"""
"From 25 to 54 years,""Males"",""2005"",""Cyprus"",""Percentage of total population"",""Active population"",""95.3"""
"From 25 to 54 years,""Males"",""2005"",""Cyprus"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""91.8"""
"From 25 to 54 years,""Males"",""2005"",""Latvia"",""Percentage of total population"",""Active population"",""89.1"""
"From 25 to 54 years,""Males"",""2005"",""Latvia"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""80.6"""
"From 25 to 54 years,""Males"",""2005"",""Lithuania"",""Percentage of total population"",""Active population"",""89.9"""
"From 25 to 54 years,""Males"",""2005"",""Lithuania"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""83.2"""
"From 25 to 54 years,""Males"",""2005"",""Luxembourg"",""Percentage of total population"",""Active population"",""95.5"""
"From 25 to 54 years,""Males"",""2005"",""Luxembourg"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""92.8"""
"From 25 to 54 years,""Males"",""2005"",""Hungary"",""Percentage of total population"",""Active population"",""85.5"""
"From 25 to 54 years,""Males"",""2005"",""Hungary"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""80.3"""
"From 25 to 54 years,""Males"",""2005"",""Malta"",""Percentage of total population"",""Active population"",""93.4"""
"From 25 to 54 years,""Males"",""2005"",""Malta"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""89.1"""
"From 25 to 54 years,""Males"",""2005"",""Netherlands"",""Percentage of total population"",""Active population"",""93.2"""
"From 25 to 54 years,""Males"",""2005"",""Netherlands"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""89.9"""
"From 25 to 54 years,""Males"",""2005"",""Austria"",""Percentage of total population"",""Active population"",""92.0"""
"From 25 to 54 years,""Males"",""2005"",""Austria"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""87.9"""
"From 25 to 54 years,""Males"",""2005"",""Poland"",""Percentage of total population"",""Active population"",""88.7"""
"From 25 to 54 years,""Males"",""2005"",""Poland"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""76.1"""
"From 25 to 54 years,""Males"",""2005"",""Portugal"",""Percentage of total population"",""Active population"",""92.5"""
"From 25 to 54 years,""Males"",""2005"",""Portugal"",""Percentage of total population"",""Total employment (resident population concept - LFS)"",""86.8"""
"From 25 to 54 years,""Males"",""2005"",""Romania"",""Percentage of total population"",""Active population"",""85.8"""
